chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	score	pvalue	qvalue	resolution
chr2L	15478500	15478750	chr2L	15491750	15492000	15478	15491	0.2064477886	0.0004567703	0.0008402598	1000
chr2L	15479750	15480000	chr2L	15485750	15486000	15479	15485	0.1134899342	0.0832093133	0.1100769382	1000
chr2L	15480000	15482000	chr2L	15744000	15746000	7740	7872	0.2956853733	2.545e-07	6.414e-07	2000
chr2L	15731750	15732000	chr2L	15745500	15745750	15731	15745	0.5238551282	0.0	0.0	1000
chr2L	15732000	15732250	chr2L	15743000	15743250	15732	15743	0.7437483621	0.0	0.0	1000
chr2L	15807000	15808000	chr2L	15963000	15964000	15807	15963	0.5392301647	0.0	0.0	1000
chr2L	15858000	15860000	chr2L	16128000	16130000	7929	8064	0.1507907854	0.0126969736	0.0181397047	2000
chr2L	15865250	15865500	chr2L	15883000	15883250	15865	15883	0.3262108334	1.03e-08	3.09e-08	1000
chr2L	16149000	16150000	chr2L	16222000	16223000	8074	8111	0.0975406334	0.1485242458	0.180199647	2000
chr2L	16251500	16251750	chr2L	16257500	16257750	16251	16257	0.2158762275	0.0008576771	0.0015233062	1000
chr2L	16300000	16300250	chr2L	16310500	16310750	16300	16310	0.3610424218	8e-10	2.6e-09	1000
chr2L	16406000	16407000	chr2L	16485000	16486000	16406	16485	0.0828727221	0.1601025788	0.2013107993	1000
chr2L	16415000	16416000	chr2L	16485000	16486000	16415	16485	0.1596200784	0.0064750193	0.0101195041	1000
chr2L	16422750	16423000	chr2L	16486250	16486500	16422	16486	0.3913180656	0.0	0.0	1000
chr2L	16588000	16588250	chr2L	16601500	16601750	16588	16601	0.6094150019	0.0	0.0	1000
chr2L	16588250	16588500	chr2L	16597500	16597750	16588	16597	0.2468500545	5.15219e-05	0.0001065589	1000
chr2L	16968000	16969000	chr2L	17314000	17315000	8484	8657	0.1211357212	0.0458710559	0.0605322879	2000
chr2L	16968000	16970000	chr2L	17328000	17330000	8484	8664	0.0865828198	0.1545540644	0.1869006255	2000
chr2L	1708000	1710000	chr2L	2146000	2148000	427	536	0.1442873855	0.0171666048	0.0250426476	4000
chr2L	1717250	1717500	chr2L	1722750	1723000	1717	1722	0.4108145094	1e-10	4e-10	1000
chr2L	17265000	17266000	chr2L	17742000	17743000	4316	4435	0.3648808234	1e-10	4e-10	4000
chr2L	17327000	17328000	chr2L	17622000	17623000	8663	8811	0.1514554757	0.0098456599	0.014268792	2000
chr2L	17368500	17368750	chr2L	17379750	17380000	17368	17379	0.5957985036	0.0	0.0	1000
chr2L	17383000	17384000	chr2L	17476000	17477000	17383	17476	0.1732986198	0.0030701551	0.0050217753	1000
chr2L	17478000	17478250	chr2L	17484250	17484500	17478	17484	0.3720486152	2.9e-09	9.2e-09	1000
chr2L	17500000	17502000	chr2L	17962000	17964000	4375	4490	0.1073368284	0.0684170189	0.0919362825	4000
chr2L	17603000	17604000	chr2L	17715000	17716000	17603	17715	0.4002888176	0.0	0.0	1000
chr2L	17621000	17622000	chr2L	17702000	17703000	17621	17702	0.2129685779	0.0002545797	0.00048235	1000
chr2L	17621000	17622000	chr2L	17843000	17844000	17621	17843	0.3026287062	1.268e-07	3.432e-07	1000
chr2L	1764500	1764750	chr2L	1818750	1819000	1764	1818	0.143696202	0.014402693	0.0216971815	1000
chr2L	17735500	17735750	chr2L	17754250	17754500	17735	17754	0.5205628891	0.0	0.0	1000
chr2L	17735750	17736000	chr2L	17752500	17752750	17735	17752	0.5698322925	0.0	0.0	1000
chr2L	18160000	18161000	chr2L	18294000	18295000	18160	18294	0.1366797049	0.0200174402	0.0293562592	1000
chr2L	18311250	18311500	chr2L	18319750	18320000	18311	18319	0.5565831316	0.0	0.0	1000
chr2L	18311500	18311750	chr2L	18364250	18364500	18311	18364	0.4167796072	0.0	0.0	1000
chr2L	18314750	18315000	chr2L	18364250	18364500	18314	18364	0.3671364307	1e-10	3e-10	1000
chr2L	18319500	18319750	chr2L	18364250	18364500	18319	18364	0.4038927696	0.0	0.0	1000
chr2L	18320000	18320250	chr2L	18331500	18331750	18320	18331	0.2377315963	6.61044e-05	0.0001343335	1000
chr2L	18330500	18330750	chr2L	18363250	18363500	18330	18363	0.3156544228	3.26e-08	9.34e-08	1000
chr2L	18331250	18331500	chr2L	18364500	18364750	18331	18364	0.3544675193	4e-10	1.3e-09	1000
chr2L	18486000	18487000	chr2L	18597000	18598000	9243	9298	0.4995592981	0.0	0.0	2000
chr2L	18605750	18606000	chr2L	18612750	18613000	18605	18612	0.3251356806	1.627e-07	4.365e-07	1000
chr2L	18714000	18715000	chr2L	18776000	18777000	18714	18776	0.4080091489	0.0	0.0	1000
chr2L	18737000	18737250	chr2L	18783250	18783500	18737	18783	0.1601710211	0.0062900529	0.0098652637	1000
chr2L	18737000	18738000	chr2L	18881000	18882000	9368	9440	0.018699738	0.7517914073	0.7899878368	2000
chr2L	18783000	18784000	chr2L	18881000	18882000	9391	9440	0.2268114907	9.47674e-05	0.0001804821	2000
chr2L	18875500	18875750	chr2L	18895500	18895750	18875	18895	0.2060695797	0.0004068838	0.0007585794	1000
chr2L	18881500	18881750	chr2L	18936250	18936500	18881	18936	0.281555771	9.895e-07	2.444e-06	1000
chr2L	18944000	18944250	chr2L	18951750	18952000	18944	18951	0.3575417311	6.4e-09	1.96e-08	1000
chr2L	18951750	18952000	chr2L	18968750	18969000	18951	18968	0.1955668774	0.0008066715	0.0014396484	1000
chr2L	19068500	19068750	chr2L	19079750	19080000	19068	19079	0.2968997866	4.672e-07	1.1939e-06	1000
chr2L	19135000	19135250	chr2L	19158250	19158500	19135	19158	0.5900251726	0.0	0.0	1000
chr2L	19135250	19135500	chr2L	19161500	19161750	19135	19161	0.6055626816	0.0	0.0	1000
chr2L	19136000	19136250	chr2L	19156000	19156250	19136	19156	0.5874802135	0.0	0.0	1000
chr2L	19137250	19137500	chr2L	19157250	19157500	19137	19157	0.5419350583	0.0	0.0	1000
chr2L	19139500	19139750	chr2L	19156750	19157000	19139	19156	0.2971782079	3.23153e-05	6.81733e-05	1000
chr2L	19190000	19190250	chr2L	19363500	19363750	19190	19363	0.4981470666	0.0	0.0	1000
chr2L	19190000	19191000	chr2L	19335000	19336000	19190	19335	0.0520722643	0.3780910046	0.4403765227	1000
chr2L	19219000	19220000	chr2L	19324000	19325000	19219	19324	0.1051347862	0.074328614	0.0994493488	1000
chr2L	19220000	19221000	chr2L	19337000	19338000	19220	19337	-0.0238047095	0.6872055496	0.7428623544	1000
chr2L	19323500	19323750	chr2L	19338500	19338750	19323	19338	0.4171084112	0.0	0.0	1000
chr2L	19327000	19327250	chr2L	19338500	19338750	19327	19338	0.3354253066	2.68e-08	7.76e-08	1000
chr2L	19341500	19341750	chr2L	19362250	19362500	19341	19362	0.5105214297	0.0	0.0	1000
chr2L	19378500	19378750	chr2L	19393500	19393750	19378	19393	0.2800335764	1.1903e-06	2.8883e-06	1000
chr2L	1954750	1955000	chr2L	1972500	1972750	1954	1972	0.560140439	0.0	0.0	1000
chr2L	1955000	1955250	chr2L	1970250	1970500	1955	1970	0.5496101039	0.0	0.0	1000
chr2L	1958000	1958250	chr2L	1973000	1973250	1958	1973	0.3728743672	0.0	1e-10	1000
chr2L	19580000	19582000	chr2L	19792000	19794000	9790	9896	0.223854875	0.0001176667	0.0002201153	2000
chr2L	19590000	19592000	chr2L	19820000	19822000	9795	9910	0.2455048859	2.25087e-05	4.59941e-05	2000
chr2L	19599000	19600000	chr2L	19690000	19691000	19599	19690	-0.1064638158	0.0707130812	0.0948412416	1000
chr2L	19818000	19819000	chr2L	19887000	19888000	19818	19887	0.397916877	0.0	0.0	1000
chr2L	19819000	19820000	chr2L	19916000	19917000	19819	19916	0.2642259516	4.716e-06	1.08375e-05	1000
chr2L	19820000	19820250	chr2L	19845000	19845250	19820	19845	0.5045495816	0.0	0.0	1000
chr2L	19820000	19820250	chr2L	19860000	19860250	19820	19860	0.5263569206	0.0	0.0	1000
chr2L	19838000	19840000	chr2L	20264000	20266000	9919	10132	0.0607855621	0.3688679449	0.4120670177	2000
chr2L	19840000	19842000	chr2L	20288000	20290000	9920	10144	0.0019680218	0.9777406636	1.0	2000
chr2L	19841000	19842000	chr2L	20268000	20269000	9920	10134	0.0655230226	0.3326330604	0.376145612	2000
chr2L	19856000	19858000	chr2L	20292000	20294000	9928	10146	0.2045737193	0.0048824872	0.0073553058	2000
chr2L	19886000	19888000	chr2L	20290000	20292000	4971	5072	0.137593637	0.0279367116	0.0396053445	4000
chr2L	19887750	19888000	chr2L	19915000	19915250	19887	19915	0.2575684381	8.3414e-06	1.86272e-05	1000
chr2L	19895000	19896000	chr2L	20018000	20019000	19895	20018	0.4630824507	0.0	0.0	1000
chr2L	19914000	19915000	chr2L	20024000	20025000	19914	20024	0.0974878061	0.0981435048	0.1285157255	1000
chr2L	19918000	19920000	chr2L	20290000	20292000	4979	5072	0.0324238446	0.6066277484	0.6797302315	4000
chr2L	19960000	19961000	chr2L	20059000	20060000	19960	20059	0.1814744155	0.0019132175	0.0032394418	1000
chr2L	20017000	20018000	chr2L	20398000	20399000	10008	10199	0.2455961269	0.0001872264	0.000339895	2000
chr2L	20122000	20124000	chr2L	20314000	20316000	20122	20314	0.4187730817	0.0	0.0	1000
chr2L	20123000	20124000	chr2L	20288000	20289000	20123	20288	0.1116635	0.07507169	0.1003222524	1000
chr2L	20123000	20124000	chr2L	20322000	20323000	20123	20322	0.0450687174	0.4456436158	0.5078317826	1000
chr2L	20133000	20134000	chr2L	20299000	20300000	20133	20299	0.0193785945	0.7747576139	0.8195691203	1000
chr2L	20149250	20149500	chr2L	20172250	20172500	2518	2521	0.0148206298	0.8445531385	1.0	8000
chr2L	20149250	20149500	chr2L	20174000	20174250	2518	2521	0.0148206298	0.8445531385	1.0	8000
chr2L	20171250	20171500	chr2L	20204750	20205000	2521	2525	0.3421846573	1.0829e-06	3.1162e-06	8000
chr2L	20242000	20243000	chr2L	20384000	20385000	20242	20384	0.1082758794	0.0660155879	0.0890265058	1000
chr2L	20255750	20256000	chr2L	20287000	20287250	20255	20287	0.1786757108	0.0056268998	0.0088945209	1000
chr2L	20321000	20322000	chr2L	20418000	20419000	10160	10209	0.0007416322	0.9914865492	1.0	2000
chr2L	2042000	2043000	chr2L	2141000	2142000	2042	2141	0.1721198107	0.0032813112	0.0053315284	1000
chr2L	20464250	20464500	chr2L	20488000	20488250	20464	20488	0.4801916562	0.0	0.0	1000
chr2L	20496000	20497000	chr2L	20628000	20629000	20496	20628	0.1035709427	0.0787735295	0.1047631135	1000
chr2L	20734500	20734750	chr2L	20757750	20758000	20734	20757	0.1517911553	0.0151665995	0.0227550404	1000
chr2L	20735500	20735750	chr2L	20750250	20750500	10367	10375	0.536869283	0.0	0.0	2000
chr2L	20770500	20770750	chr2L	20783000	20783250	20770	20783	0.5965420546	0.0	0.0	1000
chr2L	20800000	20801000	chr2L	20917000	20918000	10400	10458	0.2586004608	7.6437e-06	1.63911e-05	2000
chr2L	20842000	20843000	chr2L	21072000	21073000	10421	10536	0.1157605214	0.0492404543	0.0647085067	2000
chr2L	20863000	20864000	chr2L	20929000	20930000	20863	20929	0.2154241096	0.0002146397	0.0004112535	1000
chr2L	20925000	20926000	chr2L	21052000	21053000	20925	21052	0.2144508948	0.0012987606	0.0022524743	1000
chr2L	20958000	20959000	chr2L	21052000	21053000	20958	21052	0.0067599263	0.9204946644	0.947579291	1000
chr2L	2097500	2097750	chr2L	2125500	2125750	2097	2125	0.1960161585	0.0082413989	0.0127095581	1000
chr2L	21036250	21036500	chr2L	21051250	21051500	21036	21051	0.4112946722	6e-09	1.87e-08	1000
chr2L	21237000	21238000	chr2L	21310000	21311000	21237	21310	0.0060306326	0.9187658128	0.9465683165	1000
chr2L	2131000	2131250	chr2L	2137000	2137250	2131	2137	0.2838725197	9.1506e-06	2.04136e-05	1000
chr2L	21395000	21395250	chr2L	21413500	21413750	21395	21413	0.0309360904	0.6477345149	0.7071714265	1000
chr2L	21587000	21587250	chr2L	21612750	21613000	21587	21612	0.1571111125	0.0073802437	0.0114533516	1000
chr2L	21587000	21587250	chr2L	21614750	21615000	21587	21614	0.0810473735	0.1695508551	0.2119864646	1000
chr2L	21593500	21593750	chr2L	21610000	21610250	21593	21610	0.1881962132	0.0083106572	0.0127985277	1000
chr2L	21618750	21619000	chr2L	21630000	21630250	21618	21630	0.2202667324	0.0001989774	0.0003835687	1000
chr2L	2165000	2165250	chr2L	2178000	2178250	2165	2178	0.2352120039	6.0477e-05	0.0001235787	1000
chr2L	2166000	2168000	chr2L	2456000	2458000	541	614	0.3472393051	9e-10	3.5e-09	4000
chr2L	21676000	21678000	chr2L	21912000	21914000	10838	10956	0.2177766163	0.0002834963	0.0005047284	2000
chr2L	21683000	21684000	chr2L	21794000	21795000	21683	21794	0.2353675233	4.98194e-05	0.0001032307	1000
chr2L	21715500	21715750	chr2L	21730000	21730250	21715	21730	0.4048301857	0.0	0.0	1000
chr2L	21828500	21828750	chr2L	21899250	21899500	21828	21899	0.4582837636	0.0	0.0	1000
chr2L	21929000	21930000	chr2L	21994000	21995000	21929	21994	0.0803981551	0.2341909942	0.2846044317	1000
chr2L	222250	222500	chr2L	246750	247000	222	246	0.6238106425	0.0	0.0	1000
chr2L	2288000	2290000	chr2L	2704000	2706000	1144	1352	-0.0373965865	0.5394560293	0.5840588028	2000
chr2L	2365250	2365500	chr2L	2374250	2374500	2365	2374	0.6141621763	0.0	0.0	1000
chr2L	2383250	2383500	chr2L	2420500	2420750	2383	2420	0.4776818391	0.0	0.0	1000
chr2L	2456000	2457000	chr2L	2576000	2577000	1228	1288	0.5386754844	0.0	0.0	2000
chr2L	2456000	2458000	chr2L	2752000	2754000	614	688	0.3470065948	9e-10	3.6e-09	4000
chr2L	2493000	2494000	chr2L	2578000	2579000	2493	2578	0.3670353147	3e-10	1e-09	1000
chr2L	250750	251000	chr2L	277250	277500	250	277	0.2938985654	3.035e-07	7.91e-07	1000
chr2L	2577000	2578000	chr2L	2751000	2752000	1288	1375	0.3565868115	3.2e-09	1e-08	2000
chr2L	2584000	2585000	chr2L	2741000	2742000	1292	1370	0.2502812168	2.74076e-05	5.56449e-05	2000
chr2L	2610000	2611000	chr2L	2702000	2703000	2610	2702	0.0336188005	0.569519128	0.6311195945	1000
chr2L	2612000	2613000	chr2L	2725000	2726000	2612	2725	0.1822814442	0.0018239307	0.0030977426	1000
chr2L	2612250	2612500	chr2L	2677250	2677500	2612	2677	0.3360714656	3.4e-09	1.07e-08	1000
chr2L	2781000	2782000	chr2L	2853000	2854000	2781	2853	0.1367597412	0.0619300282	0.0838233348	1000
chr2L	28000	29000	chr2L	89000	90000	28	89	0.2213266296	0.00014126	0.0002754258	1000
chr2L	2801000	2802000	chr2L	2853000	2854000	2801	2853	0.1737977781	0.0029845118	0.0048996474	1000
chr2L	2835000	2835250	chr2L	2854750	2855000	2835	2854	0.4368184919	0.0	0.0	1000
chr2L	2857250	2857500	chr2L	2874250	2874500	2857	2874	0.3949869299	0.0	0.0	1000
chr2L	2889750	2890000	chr2L	2909000	2909250	2889	2909	0.3750424825	0.0	1e-10	1000
chr2L	299000	299250	chr2L	304250	304500	299	304	0.3853436778	1.7e-09	5.5e-09	1000
chr2L	2993000	2993250	chr2L	2999000	2999250	2993	2999	0.3433371268	5.35e-08	1.494e-07	1000
chr2L	3095000	3095250	chr2L	3108000	3108250	3095	3108	0.6789363104	0.0	0.0	1000
chr2L	3108750	3109000	chr2L	3131750	3132000	3108	3131	0.1579498246	0.0070658207	0.0109962456	1000
chr2L	3192000	3194000	chr2L	3400000	3402000	3192	3400	0.0205341241	0.7283566588	0.7779214701	1000
chr2L	3194000	3195000	chr2L	3396000	3397000	3194	3396	0.170941633	0.0035053965	0.005670645	1000
chr2L	3199750	3200000	chr2L	3231250	3231500	3199	3231	0.6247409946	0.0	0.0	1000
chr2L	3199750	3200000	chr2L	3265750	3266000	3199	3265	0.4872434449	0.0	0.0	1000
chr2L	3200000	3201000	chr2L	3295000	3296000	3200	3295	0.4035176124	1.3e-09	4.4e-09	1000
