chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	score	pvalue	qvalue	resolution
chr2L	1420500	1420750	chr2L	1461500	1461750	1420	1461	0.4837047527	0.0	0.0	1000
chr2L	14262750	14263000	chr2L	14287750	14288000	14262	14287	0.463654694	0.0	0.0	1000
chr2L	14293750	14294000	chr2L	14308500	14308750	14293	14308	0.4430136388	0.0	0.0	1000
chr2L	14294000	14294250	chr2L	14300750	14301000	14294	14300	0.1097981959	0.0938277152	0.1199542078	1000
chr2L	14300500	14300750	chr2L	14308500	14308750	14300	14308	0.2410642446	0.0001010407	0.0001825331	1000
chr2L	14436000	14436250	chr2L	14486000	14486250	14436	14486	0.305474904	9.48e-08	2.409e-07	1000
chr2L	14436000	14436250	chr2L	14489000	14489250	14436	14489	0.3149402255	3.52e-08	9.32e-08	1000
chr2L	14444000	14444250	chr2L	14486000	14486250	14444	14486	0.5371401861	0.0	0.0	1000
chr2L	14444500	14444750	chr2L	14489250	14489500	14444	14489	0.4908137404	0.0	0.0	1000
chr2L	14445750	14446000	chr2L	14486250	14486500	14445	14486	0.5703569746	0.0	0.0	1000
chr2L	14518000	14519000	chr2L	14599000	14600000	14518	14599	0.3423334635	1.6e-09	4.8e-09	1000
chr2L	14518500	14518750	chr2L	14530750	14531000	14518	14530	0.4938537103	0.0	0.0	1000
chr2L	14589000	14590000	chr2L	14706000	14707000	14589	14706	0.4500374901	0.0	0.0	1000
chr2L	14618000	14619000	chr2L	14819000	14820000	7309	7409	-0.0464279761	0.4607870236	0.5003541134	2000
chr2L	14623000	14624000	chr2L	14690000	14691000	14623	14690	0.3211367949	1.8e-08	4.92e-08	1000
chr2L	14710000	14712000	chr2L	14968000	14970000	7355	7484	0.1136857136	0.0534895398	0.0665387024	2000
chr2L	14746000	14748000	chr2L	14960000	14962000	14746	14960	0.0035935474	0.9576854401	0.975763296	1000
chr2L	15042250	15042500	chr2L	15057250	15057500	15042	15057	0.5567866184	0.0	0.0	1000
chr2L	15044250	15044500	chr2L	15056250	15056500	15044	15056	0.5927949397	0.0	0.0	1000
chr2L	15060000	15062000	chr2L	15498000	15500000	3765	3874	0.2096148203	0.0003203771	0.0005662895	4000
chr2L	1518500	1518750	chr2L	1525000	1525250	1518	1525	0.4703583986	0.0	0.0	1000
chr2L	15219000	15220000	chr2L	15411000	15412000	7609	7705	0.0504265648	0.3933740321	0.4339664671	2000
chr2L	15319000	15320000	chr2L	15485000	15486000	15319	15485	0.0572783268	0.3321831742	0.3844777011	1000
chr2L	15320250	15320500	chr2L	15333250	15333500	15320	15333	0.0993818975	0.095219519	0.121593073	1000
chr2L	15333000	15334000	chr2L	15479000	15480000	15333	15479	0.2892209485	4.783e-07	1.1212e-06	1000
chr2L	1540000	1542000	chr2L	1790000	1792000	770	895	0.1314593667	0.0358168726	0.0456319741	2000
chr2L	15478500	15478750	chr2L	15491750	15492000	15478	15491	0.3197781938	2.93e-08	7.86e-08	1000
chr2L	15479750	15480000	chr2L	15485750	15486000	15479	15485	0.2934712368	4.3175e-06	9.091e-06	1000
chr2L	15480000	15482000	chr2L	15744000	15746000	3870	3936	0.3543030427	3.68e-08	1.089e-07	4000
chr2L	15731750	15732000	chr2L	15745500	15745750	15731	15745	0.4859362387	0.0	0.0	1000
chr2L	15732000	15732250	chr2L	15743000	15743250	15732	15743	0.7558300564	0.0	0.0	1000
chr2L	15807000	15808000	chr2L	15963000	15964000	15807	15963	0.3454019085	1.1e-09	3.4e-09	1000
chr2L	15858000	15860000	chr2L	16128000	16130000	15858	16128	0.0151376019	0.797935677	0.8388748946	1000
chr2L	15865250	15865500	chr2L	15883000	15883250	15865	15883	0.3077858223	7.47e-08	1.917e-07	1000
chr2L	16149000	16150000	chr2L	16222000	16223000	8074	8111	0.0845559069	0.2107735577	0.2431918056	2000
chr2L	16251500	16251750	chr2L	16257500	16257750	16251	16257	0.3376860383	9.19e-08	2.341e-07	1000
chr2L	16300000	16300250	chr2L	16310500	16310750	16300	16310	0.4238241821	0.0	0.0	1000
chr2L	16406000	16407000	chr2L	16485000	16486000	16406	16485	0.2849231882	7.21e-07	1.662e-06	1000
chr2L	16415000	16416000	chr2L	16485000	16486000	16415	16485	0.1853787325	0.0015154418	0.002385258	1000
chr2L	16422750	16423000	chr2L	16486250	16486500	16422	16486	0.3055525659	9.41e-08	2.393e-07	1000
chr2L	16588000	16588250	chr2L	16601500	16601750	16588	16601	0.6347231312	0.0	0.0	1000
chr2L	16588250	16588500	chr2L	16597500	16597750	16588	16597	0.2581701952	2.20721e-05	4.29978e-05	1000
chr2L	16968000	16969000	chr2L	17314000	17315000	8484	8657	0.0161398994	0.7912120551	0.826310655	2000
chr2L	16968000	16970000	chr2L	17328000	17330000	8484	8664	0.0580461492	0.340539893	0.3819007833	2000
chr2L	1708000	1710000	chr2L	2146000	2148000	427	536	0.2074499535	0.000555333	0.0009475343	4000
chr2L	1717250	1717500	chr2L	1722750	1723000	1717	1722	0.3894829038	1.1e-09	3.2e-09	1000
chr2L	17265000	17266000	chr2L	17742000	17743000	4316	4435	0.3726666502	0.0	2e-10	4000
chr2L	17327000	17328000	chr2L	17622000	17623000	8663	8811	0.2894518992	4.677e-07	1.0649e-06	2000
chr2L	17368500	17368750	chr2L	17379750	17380000	17368	17379	0.5258162215	0.0	0.0	1000
chr2L	17383000	17384000	chr2L	17476000	17477000	8691	8738	0.3089405103	6.62e-08	1.669e-07	2000
chr2L	17478000	17478250	chr2L	17484250	17484500	17478	17484	0.355525283	1.6e-08	4.4e-08	1000
chr2L	17500000	17502000	chr2L	17962000	17964000	4375	4490	0.1212338543	0.0393617829	0.0526330064	4000
chr2L	17603000	17604000	chr2L	17715000	17716000	17603	17715	0.4830550057	0.0	0.0	1000
chr2L	17621000	17622000	chr2L	17702000	17703000	17621	17702	0.3070999212	8.02e-08	2.056e-07	1000
chr2L	17621000	17622000	chr2L	17843000	17844000	17621	17843	0.5562150558	0.0	0.0	1000
chr2L	1764500	1764750	chr2L	1818750	1819000	1764	1818	0.0447099847	0.4492782301	0.5072717975	1000
chr2L	17735500	17735750	chr2L	17754250	17754500	17735	17754	0.4308251034	0.0	0.0	1000
chr2L	17735750	17736000	chr2L	17752500	17752750	17735	17752	0.5438575724	0.0	0.0	1000
chr2L	18160000	18161000	chr2L	18294000	18295000	18160	18294	0.1976775014	0.0007050065	0.0011591229	1000
chr2L	18311250	18311500	chr2L	18319750	18320000	18311	18319	0.530582787	0.0	0.0	1000
chr2L	18311500	18311750	chr2L	18364250	18364500	18311	18364	0.4735764488	0.0	0.0	1000
chr2L	18314750	18315000	chr2L	18364250	18364500	18314	18364	0.4243969152	0.0	0.0	1000
chr2L	18319500	18319750	chr2L	18364250	18364500	18319	18364	0.4782308733	0.0	0.0	1000
chr2L	18320000	18320250	chr2L	18331500	18331750	18320	18331	0.3141723296	8.65e-08	2.211e-07	1000
chr2L	18330500	18330750	chr2L	18363250	18363500	18330	18363	0.1383666983	0.0185176995	0.0256925825	1000
chr2L	18331250	18331500	chr2L	18364500	18364750	18331	18364	0.2151648512	0.0002185626	0.0003826574	1000
chr2L	18486000	18487000	chr2L	18597000	18598000	9243	9298	0.1753567256	0.0036596457	0.0052658063	2000
chr2L	18605750	18606000	chr2L	18612750	18613000	18605	18612	0.4401633787	0.0	0.0	1000
chr2L	18714000	18715000	chr2L	18776000	18777000	18714	18776	0.4033212217	0.0	0.0	1000
chr2L	18737000	18737250	chr2L	18783250	18783500	18737	18783	0.4672706988	0.0	0.0	1000
chr2L	18737000	18738000	chr2L	18881000	18882000	9368	9440	0.0222675301	0.7064408874	0.744808806	2000
chr2L	18783000	18784000	chr2L	18881000	18882000	18783	18881	0.2039881412	0.0004672988	0.0007870108	1000
chr2L	18875500	18875750	chr2L	18895500	18895750	18875	18895	0.1980525287	0.0006882301	0.0011357593	1000
chr2L	18881500	18881750	chr2L	18936250	18936500	18881	18936	0.3739533814	0.0	1e-10	1000
chr2L	18944000	18944250	chr2L	18951750	18952000	18944	18951	0.2871592364	4.499e-06	9.4552e-06	1000
chr2L	18951750	18952000	chr2L	18968750	18969000	18951	18968	0.2006345945	0.000582361	0.0009683278	1000
chr2L	19068500	19068750	chr2L	19079750	19080000	19068	19079	0.4059390053	0.0	0.0	1000
chr2L	19135000	19135250	chr2L	19158250	19158500	19135	19158	0.4960521651	0.0	0.0	1000
chr2L	19135250	19135500	chr2L	19161500	19161750	19135	19161	0.4599088533	0.0	0.0	1000
chr2L	19136000	19136250	chr2L	19156000	19156250	19136	19156	0.6009348979	0.0	0.0	1000
chr2L	19137250	19137500	chr2L	19157250	19157500	19137	19157	0.6089621786	0.0	0.0	1000
chr2L	19139500	19139750	chr2L	19156750	19157000	19139	19156	0.4617823726	0.0	0.0	1000
chr2L	19190000	19190250	chr2L	19363500	19363750	19190	19363	0.5934110804	0.0	0.0	1000
chr2L	19190000	19191000	chr2L	19335000	19336000	9595	9667	0.3031426709	1.6038e-06	3.3932e-06	2000
chr2L	19219000	19220000	chr2L	19324000	19325000	19219	19324	0.1122640368	0.0565731865	0.0740807466	1000
chr2L	19220000	19221000	chr2L	19337000	19338000	19220	19337	0.1948564025	0.0008438248	0.0013761123	1000
chr2L	19323500	19323750	chr2L	19338500	19338750	19323	19338	0.462694063	0.0	0.0	1000
chr2L	19327000	19327250	chr2L	19338500	19338750	19327	19338	0.4108416258	0.0	0.0	1000
chr2L	19341500	19341750	chr2L	19362250	19362500	19341	19362	0.467393616	0.0	0.0	1000
chr2L	19378500	19378750	chr2L	19393500	19393750	19378	19393	0.2707774212	2.7567e-06	5.9519e-06	1000
chr2L	1954750	1955000	chr2L	1972500	1972750	1954	1972	0.6206330878	0.0	0.0	1000
chr2L	1955000	1955250	chr2L	1970250	1970500	1955	1970	0.5934027162	0.0	0.0	1000
chr2L	1958000	1958250	chr2L	1973000	1973250	1958	1973	0.2786335688	1.3543e-06	3.0397e-06	1000
chr2L	19580000	19582000	chr2L	19792000	19794000	9790	9896	0.3020390316	1.347e-07	3.254e-07	2000
chr2L	19590000	19592000	chr2L	19820000	19822000	9795	9910	0.1027723869	0.0811247454	0.0991325575	2000
chr2L	19599000	19600000	chr2L	19690000	19691000	19599	19690	-0.0836743173	0.1560805771	0.1921058493	1000
chr2L	19818000	19819000	chr2L	19887000	19888000	19818	19887	0.5233392328	0.0	0.0	1000
chr2L	19819000	19820000	chr2L	19916000	19917000	19819	19916	0.3045160849	1.046e-07	2.646e-07	1000
chr2L	19820000	19820250	chr2L	19845000	19845250	19820	19845	0.4421550112	0.0	0.0	1000
chr2L	19820000	19820250	chr2L	19860000	19860250	19820	19860	0.629805413	0.0	0.0	1000
chr2L	19838000	19840000	chr2L	20264000	20266000	9919	10132	0.0748760246	0.2680327645	0.3046515192	2000
chr2L	19840000	19842000	chr2L	20288000	20290000	9920	10144	0.2101174988	0.0024948268	0.0036684729	2000
chr2L	19841000	19842000	chr2L	20268000	20269000	9920	10134	0.0385288817	0.5692517267	0.6085768459	2000
chr2L	19856000	19858000	chr2L	20292000	20294000	9928	10146	0.0953569122	0.1944846019	0.2255735975	2000
chr2L	19886000	19888000	chr2L	20290000	20292000	4971	5072	0.095534844	0.1282076673	0.1587708828	4000
chr2L	19887750	19888000	chr2L	19915000	19915250	19887	19915	0.3879507643	0.0	0.0	1000
chr2L	19895000	19896000	chr2L	20018000	20019000	19895	20018	0.2958282629	2.509e-07	6.081e-07	1000
chr2L	19914000	19915000	chr2L	20024000	20025000	19914	20024	0.3134478517	4.12e-08	1.082e-07	1000
chr2L	19918000	19920000	chr2L	20290000	20292000	9959	10145	0.1436649075	0.0497227513	0.0619225935	2000
chr2L	19960000	19961000	chr2L	20059000	20060000	19960	20059	0.1293770593	0.0277858736	0.0378400851	1000
chr2L	20017000	20018000	chr2L	20398000	20399000	10008	10199	0.3629211553	1.47e-08	3.98e-08	2000
chr2L	20122000	20124000	chr2L	20314000	20316000	20122	20314	0.1871253161	0.003698661	0.005564335	1000
chr2L	20123000	20124000	chr2L	20288000	20289000	20123	20288	0.1374844007	0.0280628644	0.038164633	1000
chr2L	20123000	20124000	chr2L	20322000	20323000	20123	20322	0.1707005996	0.0035529096	0.005355987	1000
chr2L	20133000	20134000	chr2L	20299000	20300000	20133	20299	-0.0322203377	0.634151099	0.6872558188	1000
chr2L	20149250	20149500	chr2L	20172250	20172500	2518	2521	0.0022434115	0.9763241814	1.0	8000
chr2L	20149250	20149500	chr2L	20174000	20174250	2518	2521	0.0022434115	0.9763241814	1.0	8000
chr2L	20171250	20171500	chr2L	20204750	20205000	2521	2525	0.3153913966	8.0028e-06	2.05932e-05	8000
chr2L	20242000	20243000	chr2L	20384000	20385000	20242	20384	0.0825102033	0.1619468623	0.1988836883	1000
chr2L	20255750	20256000	chr2L	20287000	20287250	20255	20287	0.1382907934	0.0328731452	0.0443857658	1000
chr2L	20321000	20322000	chr2L	20418000	20419000	10160	10209	0.0612701935	0.377436128	0.4188897449	2000
chr2L	2042000	2043000	chr2L	2141000	2142000	2042	2141	0.2008711361	0.0005734567	0.0009556173	1000
chr2L	20464250	20464500	chr2L	20488000	20488250	20464	20488	0.4170314327	0.0	0.0	1000
chr2L	20496000	20497000	chr2L	20628000	20629000	20496	20628	0.01196768	0.8396028581	0.8731396264	1000
chr2L	20734500	20734750	chr2L	20757750	20758000	20734	20757	0.2062033599	0.0008969807	0.001457429	1000
chr2L	20735500	20735750	chr2L	20750250	20750500	10367	10375	0.5930505195	0.0	0.0	2000
chr2L	20770500	20770750	chr2L	20783000	20783250	20770	20783	0.6334161786	0.0	0.0	1000
chr2L	20800000	20801000	chr2L	20917000	20918000	10400	10458	0.2738972286	2.0006e-06	4.1689e-06	2000
chr2L	20842000	20843000	chr2L	21072000	21073000	20842	21072	-0.0534686585	0.3654122785	0.4200817519	1000
chr2L	20863000	20864000	chr2L	20929000	20930000	20863	20929	0.1633553888	0.0053105861	0.0077984918	1000
chr2L	20925000	20926000	chr2L	21052000	21053000	20925	21052	0.2863676817	1.36268e-05	2.71677e-05	1000
chr2L	20958000	20959000	chr2L	21052000	21053000	20958	21052	0.1432244168	0.0332275087	0.0448095532	1000
chr2L	2097500	2097750	chr2L	2125500	2125750	2097	2125	0.1553246493	0.0372217793	0.0498920639	1000
chr2L	21036250	21036500	chr2L	21051250	21051500	21036	21051	0.4841756241	0.0	0.0	1000
chr2L	21237000	21238000	chr2L	21310000	21311000	21237	21310	0.1688329447	0.003941241	0.0059091912	1000
chr2L	2131000	2131250	chr2L	2137000	2137250	2131	2137	0.2635118573	4.0995e-05	7.70135e-05	1000
chr2L	21395000	21395250	chr2L	21413500	21413750	21395	21413	0.1833309618	0.006185134	0.0090347865	1000
chr2L	21587000	21587250	chr2L	21612750	21613000	21587	21612	0.1685874909	0.0039950266	0.0059696109	1000
chr2L	21587000	21587250	chr2L	21614750	21615000	21587	21614	0.0294010994	0.6189344666	0.6724113768	1000
chr2L	21593500	21593750	chr2L	21610000	21610250	21593	21610	0.3070292219	1.10207e-05	2.22728e-05	1000
chr2L	21618750	21619000	chr2L	21630000	21630250	21618	21630	0.2248189521	0.0001447666	0.0002579457	1000
chr2L	2165000	2165250	chr2L	2178000	2178250	2165	2178	0.3667553426	1e-10	4e-10	1000
chr2L	2166000	2168000	chr2L	2456000	2458000	541	614	0.3705414056	0.0	2e-10	4000
chr2L	21676000	21678000	chr2L	21912000	21914000	10838	10956	0.1357891429	0.0250293587	0.0324867863	2000
chr2L	21683000	21684000	chr2L	21794000	21795000	10841	10897	0.3645913555	4.7e-09	1.35e-08	2000
chr2L	21715500	21715750	chr2L	21730000	21730250	21715	21730	0.372022031	2e-10	5e-10	1000
chr2L	21828500	21828750	chr2L	21899250	21899500	21828	21899	0.4520808057	0.0	0.0	1000
chr2L	21929000	21930000	chr2L	21994000	21995000	21929	21994	0.0052743276	0.9379272982	0.9596084655	1000
chr2L	222250	222500	chr2L	246750	247000	222	246	0.4345019276	0.0	0.0	1000
chr2L	2288000	2290000	chr2L	2704000	2706000	1144	1352	0.1081297782	0.0750071015	0.0918598315	2000
chr2L	2365250	2365500	chr2L	2374250	2374500	2365	2374	0.5604539972	0.0	0.0	1000
chr2L	2383250	2383500	chr2L	2420500	2420750	2383	2420	0.5520810677	0.0	0.0	1000
chr2L	2456000	2457000	chr2L	2576000	2577000	1228	1288	0.5331590037	0.0	0.0	2000
chr2L	2456000	2458000	chr2L	2752000	2754000	614	688	0.2555689735	9.8686e-06	2.14742e-05	4000
chr2L	2493000	2494000	chr2L	2578000	2579000	2493	2578	0.4026477302	0.0	0.0	1000
chr2L	250750	251000	chr2L	277250	277500	250	277	0.3070053746	8.1e-08	2.074e-07	1000
chr2L	2577000	2578000	chr2L	2751000	2752000	1288	1375	0.2950451861	1.3848e-06	2.9524e-06	2000
chr2L	2584000	2585000	chr2L	2741000	2742000	1292	1370	0.3658584872	3e-10	1e-09	2000
chr2L	2610000	2611000	chr2L	2702000	2703000	2610	2702	0.118757679	0.0436019973	0.0579178991	1000
chr2L	2612000	2613000	chr2L	2725000	2726000	2612	2725	0.074171467	0.2088763493	0.2516294834	1000
chr2L	2612250	2612500	chr2L	2677250	2677500	2612	2677	0.2862597406	6.351e-07	1.4716e-06	1000
chr2L	2781000	2782000	chr2L	2853000	2854000	2781	2853	0.1616422769	0.0269650036	0.0367674387	1000
chr2L	28000	29000	chr2L	89000	90000	28	89	0.1755604468	0.0026991197	0.0041251049	1000
chr2L	2801000	2802000	chr2L	2853000	2854000	2801	2853	0.2071217623	0.0003791804	0.0006439956	1000
chr2L	2835000	2835250	chr2L	2854750	2855000	2835	2854	0.3616359827	1e-10	5e-10	1000
chr2L	2857250	2857500	chr2L	2874250	2874500	2857	2874	0.3785136975	0.0	1e-10	1000
chr2L	2889750	2890000	chr2L	2909000	2909250	2889	2909	0.3672786963	1e-10	2e-10	1000
chr2L	299000	299250	chr2L	304250	304500	299	304	0.4004446063	3e-10	1e-09	1000
chr2L	2993000	2993250	chr2L	2999000	2999250	2993	2999	0.3238240789	3.3e-07	7.904e-07	1000
chr2L	3095000	3095250	chr2L	3108000	3108250	3095	3108	0.660805154	0.0	0.0	1000
chr2L	3108750	3109000	chr2L	3131750	3132000	3108	3131	0.1711600101	0.0034628459	0.0052273383	1000
chr2L	3192000	3194000	chr2L	3400000	3402000	3192	3400	0.0213050606	0.7185810783	0.7663710489	1000
chr2L	3194000	3195000	chr2L	3396000	3397000	3194	3396	0.0640344214	0.2781856584	0.3276343066	1000
chr2L	3199750	3200000	chr2L	3231250	3231500	3199	3231	0.5410047726	0.0	0.0	1000
chr2L	3199750	3200000	chr2L	3265750	3266000	3199	3265	0.5126486611	0.0	0.0	1000
chr2L	3200000	3201000	chr2L	3295000	3296000	3200	3295	0.2680222563	9.82006e-05	0.0001775474	1000
chr2L	3200000	3201000	chr2L	3422000	3423000	3200	3422	0.3637465342	6.5e-08	1.687e-07	1000
