chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	score	pvalue	qvalue
chr2L	833001	833500	chr2L	833001	833500	1666	1666	0.7881100759	0.0000000000	0.0000000000
chr2L	850501	851000	chr2L	850501	851000	1701	1701	0.6908783213	0.0000000000	0.0000000000
chr2L	855001	855500	chr2L	855001	855500	1710	1710	0.6328328082	0.0000000000	0.0000000000
chr2L	871001	871500	chr2L	871001	871500	1742	1742	0.5809031825	0.0000000000	0.0000000000
chr2L	901501	902000	chr2L	901501	902000	1803	1803	0.5333973773	0.0000000000	0.0000000000
chr2L	940001	940500	chr2L	940001	940500	1880	1880	0.2103280144	0.0089225335	0.0095977877
chr2L	1077501	1078000	chr2L	1077501	1078000	2155	2155	0.7443326589	0.0000000000	0.0000000000
chr2L	1108001	1108500	chr2L	1108001	1108500	2216	2216	0.4329315241	0.0000000137	0.0000000203
chr2L	1119001	1119500	chr2L	1119001	1119500	2238	2238	0.5707783060	0.0000000000	0.0000000000
chr2L	1129001	1129500	chr2L	1129001	1129500	2258	2258	0.6481454594	0.0000000000	0.0000000000
chr2L	1158001	1158500	chr2L	1158001	1158500	2316	2316	0.5922798160	0.0000000000	0.0000000000
chr2L	1178001	1178500	chr2L	1178001	1178500	2356	2356	0.2128634207	0.0081085557	0.0087334456
chr2L	1199501	1200000	chr2L	1199501	1200000	2399	2399	0.8197553935	0.0000000000	0.0000000000
chr2L	1342501	1343000	chr2L	1342501	1343000	2685	2685	0.5444033164	0.0000000000	0.0000000000
chr2L	1348501	1349000	chr2L	1348501	1349000	2697	2697	0.5582985023	0.0000000000	0.0000000000
chr2L	1410501	1411000	chr2L	1410501	1411000	2821	2821	0.4919880269	0.0000000000	0.0000000001
chr2L	1420501	1421000	chr2L	1420501	1421000	2841	2841	0.6906770134	0.0000000000	0.0000000000
chr2L	1491501	1492000	chr2L	1491501	1492000	2983	2983	0.3953409401	0.0000003042	0.0000004109
chr2L	1504001	1504500	chr2L	1504001	1504500	3008	3008	0.4361279810	0.0000000103	0.0000000154
chr2L	1517501	1518000	chr2L	1517501	1518000	3035	3035	0.5694964290	0.0000000000	0.0000000000
chr2L	1526001	1526500	chr2L	1526001	1526500	3052	3052	0.3819658249	0.0000008313	0.0000010944
chr2L	1575501	1576000	chr2L	1575501	1576000	3151	3151	0.5361855959	0.0000000000	0.0000000000
chr2L	1614001	1614500	chr2L	1614001	1614500	3228	3228	0.5516011298	0.0000000000	0.0000000000
chr2L	1704501	1705000	chr2L	1704501	1705000	3409	3409	0.7068817033	0.0000000000	0.0000000000
chr2L	1710001	1710500	chr2L	1710001	1710500	3420	3420	0.2670455066	0.0008026521	0.0009023051
chr2L	1715501	1716000	chr2L	1715501	1716000	3431	3431	0.5750003492	0.0000000000	0.0000000000
chr2L	1725001	1725500	chr2L	1725001	1725500	3450	3450	0.3092152434	0.0000903169	0.0001061719
chr2L	1728001	1728500	chr2L	1728001	1728500	3456	3456	0.4835396194	0.0000000001	0.0000000002
chr2L	1732501	1733000	chr2L	1732501	1733000	3465	3465	0.6930667284	0.0000000000	0.0000000000
chr2L	1884001	1884500	chr2L	1884001	1884500	3768	3768	0.5547789036	0.0000000000	0.0000000000
chr2L	1909501	1910000	chr2L	1909501	1910000	3819	3819	0.4665535791	0.0000000006	0.0000000010
chr2L	1920001	1920500	chr2L	1920001	1920500	3840	3840	0.6043597417	0.0000000000	0.0000000000
chr2L	1954001	1954500	chr2L	1954001	1954500	3908	3908	0.4516699189	0.0000000025	0.0000000039
chr2L	1973001	1973500	chr2L	1973001	1973500	3946	3946	0.6152605514	0.0000000000	0.0000000000
chr2L	1981001	1981500	chr2L	1981001	1981500	3962	3962	0.5274712703	0.0000000000	0.0000000000
chr2L	2009001	2009500	chr2L	2009001	2009500	4018	4018	0.5882212167	0.0000000000	0.0000000000
chr2L	2014001	2014500	chr2L	2014001	2014500	4028	4028	0.5825160116	0.0000000000	0.0000000000
chr2L	2032001	2032500	chr2L	2032001	2032500	4064	4064	0.2286443138	0.0043623360	0.0047602138
chr2L	2037001	2037500	chr2L	2037001	2037500	4074	4074	0.5886267036	0.0000000000	0.0000000000
chr2L	2046001	2046500	chr2L	2046001	2046500	4092	4092	0.5566015371	0.0000000000	0.0000000000
chr2L	2138001	2138500	chr2L	2138001	2138500	4276	4276	0.5600657643	0.0000000000	0.0000000000
chr2L	2145001	2145500	chr2L	2145001	2145500	4290	4290	0.5485376010	0.0000000000	0.0000000000
chr2L	2151501	2152000	chr2L	2151501	2152000	4303	4303	0.4856599314	0.0000000001	0.0000000001
chr2L	2155501	2156000	chr2L	2155501	2156000	4311	4311	0.5152792503	0.0000000000	0.0000000000
chr2L	2164501	2165000	chr2L	2164501	2165000	4329	4329	0.4312765921	0.0000000159	0.0000000234
chr2L	2192501	2193000	chr2L	2192501	2193000	4385	4385	0.7371135792	0.0000000000	0.0000000000
chr2L	2196001	2196500	chr2L	2196001	2196500	4392	4392	0.3553007633	0.0000053673	0.0000067094
chr2L	2214501	2215000	chr2L	2214501	2215000	4429	4429	0.2368309139	0.0031094450	0.0034106427
chr2L	2215501	2216000	chr2L	2215501	2216000	4431	4431	0.2845542338	0.0003383999	0.0003873373
chr2L	2216501	2217000	chr2L	2216501	2217000	4433	4433	0.4429740789	0.0000000056	0.0000000085
chr2L	2221501	2222000	chr2L	2221501	2222000	4443	4443	0.2721153286	0.0006288932	0.0007112683
chr2L	2226001	2226500	chr2L	2226001	2226500	4452	4452	0.3342685256	0.0000206696	0.0000250642
chr2L	2237001	2237500	chr2L	2237001	2237500	4474	4474	0.7070194248	0.0000000000	0.0000000000
chr2L	2357001	2357500	chr2L	2357001	2357500	4714	4714	0.3827115432	0.0000007870	0.0000010384
chr2L	2365001	2365500	chr2L	2365001	2365500	4730	4730	0.7236304466	0.0000000000	0.0000000000
chr2L	2375501	2376000	chr2L	2375501	2376000	4751	4751	0.5992950654	0.0000000000	0.0000000000
chr2L	2381501	2382000	chr2L	2381501	2382000	4763	4763	0.4325399607	0.0000000142	0.0000000210
chr2L	2382501	2383000	chr2L	2382501	2383000	4765	4765	0.3690882585	0.0000020927	0.0000026867
chr2L	2450001	2450500	chr2L	2450001	2450500	4900	4900	0.4729438016	0.0000000003	0.0000000005
chr2L	2456501	2457000	chr2L	2456501	2457000	4913	4913	0.4504552799	0.0000000028	0.0000000043
chr2L	2493001	2493500	chr2L	2493001	2493500	4986	4986	0.5994346522	0.0000000000	0.0000000000
chr2L	2556001	2556500	chr2L	2556001	2556500	5112	5112	-0.0293969677	0.7187412294	0.7240306670
chr2L	2579001	2579500	chr2L	2579001	2579500	5158	5158	0.4523600305	0.0000000023	0.0000000037
chr2L	2585501	2586000	chr2L	2585501	2586000	5171	5171	0.7311334479	0.0000000000	0.0000000000
chr2L	2658501	2659000	chr2L	2658501	2659000	5317	5317	0.4117251379	0.0000001503	0.0000002084
chr2L	2703501	2704000	chr2L	2703501	2704000	5407	5407	0.8336826633	0.0000000000	0.0000000000
chr2L	2724501	2725000	chr2L	2724501	2725000	5449	5449	0.5133728352	0.0000000000	0.0000000000
chr2L	2739501	2740000	chr2L	2739501	2740000	5479	5479	0.6253344280	0.0000000000	0.0000000000
chr2L	2745001	2745500	chr2L	2745001	2745500	5490	5490	0.5086037998	0.0000000000	0.0000000000
chr2L	2750001	2750500	chr2L	2750001	2750500	5500	5500	0.6064312487	0.0000000000	0.0000000000
chr2L	2756501	2757000	chr2L	2756501	2757000	5513	5513	0.5979838578	0.0000000000	0.0000000000
chr2L	2808501	2809000	chr2L	2808501	2809000	5617	5617	0.2898263434	0.0002578313	0.0002965761
chr2L	2855501	2856000	chr2L	2855501	2856000	5711	5711	0.5564697823	0.0000000000	0.0000000000
chr2L	2874001	2874500	chr2L	2874001	2874500	5748	5748	0.6489591584	0.0000000000	0.0000000000
chr2L	2878501	2879000	chr2L	2878501	2879000	5757	5757	0.5618993962	0.0000000000	0.0000000000
chr2L	2885501	2886000	chr2L	2885501	2886000	5771	5771	0.5490773812	0.0000000000	0.0000000000
chr2L	2918001	2918500	chr2L	2918001	2918500	5836	5836	0.6700280862	0.0000000000	0.0000000000
chr2L	2968501	2969000	chr2L	2968501	2969000	5937	5937	0.5386459051	0.0000000000	0.0000000000
chr2L	2979001	2979500	chr2L	2979001	2979500	5958	5958	0.5671459730	0.0000000000	0.0000000000
chr2L	2987501	2988000	chr2L	2987501	2988000	5975	5975	0.6285761585	0.0000000000	0.0000000000
chr2L	2992501	2993000	chr2L	2992501	2993000	5985	5985	0.4790658514	0.0000000002	0.0000000003
chr2L	2999501	3000000	chr2L	2999501	3000000	5999	5999	0.7418655880	0.0000000000	0.0000000000
chr2L	3018501	3019000	chr2L	3018501	3019000	6037	6037	0.3139234683	0.0000691776	0.0000819426
chr2L	3023001	3023500	chr2L	3023001	3023500	6046	6046	0.4387698435	0.0000000082	0.0000000123
chr2L	3029501	3030000	chr2L	3029501	3030000	6059	6059	0.4389375386	0.0000000080	0.0000000121
chr2L	3094501	3095000	chr2L	3094501	3095000	6189	6189	0.3296592852	0.0000273970	0.0000329728
chr2L	3108501	3109000	chr2L	3108501	3109000	6217	6217	0.6890320349	0.0000000000	0.0000000000
chr2L	3145001	3145500	chr2L	3145001	3145500	6290	6290	0.4459472304	0.0000000042	0.0000000065
chr2L	3152501	3153000	chr2L	3152501	3153000	6305	6305	0.0501991562	0.5383375978	0.5447756425
chr2L	3159001	3159500	chr2L	3159001	3159500	6318	6318			
chr2L	3173001	3173500	chr2L	3173001	3173500	6346	6346	0.5465782476	0.0000000000	0.0000000000
chr2L	3233501	3234000	chr2L	3233501	3234000	6467	6467	0.7876958694	0.0000000000	0.0000000000
chr2L	3320501	3321000	chr2L	3320501	3321000	6641	6641	0.2160657986	0.0071746366	0.0077436824
chr2L	3372501	3373000	chr2L	3372501	3373000	6745	6745	0.6697538838	0.0000000000	0.0000000000
chr2L	3397001	3397500	chr2L	3397001	3397500	6794	6794	0.7061305835	0.0000000000	0.0000000000
chr2L	3452501	3453000	chr2L	3452501	3453000	6905	6905	0.6046855245	0.0000000000	0.0000000000
chr2L	3466001	3466500	chr2L	3466001	3466500	6932	6932	0.7129113790	0.0000000000	0.0000000000
chr2L	3470001	3470500	chr2L	3470001	3470500	6940	6940	0.7619966387	0.0000000000	0.0000000000
chr2L	3480501	3481000	chr2L	3480501	3481000	6961	6961	0.6956310716	0.0000000000	0.0000000000
chr2L	3530001	3530500	chr2L	3530001	3530500	7060	7060	0.5328341344	0.0000000000	0.0000000000
chr2L	3539001	3539500	chr2L	3539001	3539500	7078	7078	0.5364500271	0.0000000000	0.0000000000
chr2L	3580501	3581000	chr2L	3580501	3581000	7161	7161	0.3715654035	0.0000017580	0.0000022708
chr2L	3606001	3606500	chr2L	3606001	3606500	7212	7212	0.5919494820	0.0000000000	0.0000000000
chr2L	3618501	3619000	chr2L	3618501	3619000	7237	7237	0.6008060712	0.0000000000	0.0000000000
chr2L	3634001	3634500	chr2L	3634001	3634500	7268	7268	0.5409635407	0.0000000000	0.0000000000
chr2L	3663001	3663500	chr2L	3663001	3663500	7326	7326	0.1481249815	0.0676098031	0.0704401217
chr2L	3711501	3712000	chr2L	3711501	3712000	7423	7423	0.3622598568	0.0000033563	0.0000042561
chr2L	3770501	3771000	chr2L	3770501	3771000	7541	7541	0.4731591388	0.0000000003	0.0000000005
chr2L	3786001	3786500	chr2L	3786001	3786500	7572	7572	0.5237657301	0.0000000000	0.0000000000
chr2L	3803001	3803500	chr2L	3803001	3803500	7606	7606	0.5747979211	0.0000000000	0.0000000000
chr2L	3806001	3806500	chr2L	3806001	3806500	7612	7612	0.0680556360	0.4038312739	0.4104456757
chr2L	3813001	3813500	chr2L	3813001	3813500	7626	7626	0.4920049839	0.0000000000	0.0000000001
chr2L	3825001	3825500	chr2L	3825001	3825500	7650	7650	0.3369050452	0.0000175545	0.0000213927
chr2L	3836501	3837000	chr2L	3836501	3837000	7673	7673	0.5000030547	0.0000000000	0.0000000000
chr2L	3862001	3862500	chr2L	3862001	3862500	7724	7724	0.5205361410	0.0000000000	0.0000000000
chr2L	3868001	3868500	chr2L	3868001	3868500	7736	7736	0.2041657214	0.0112079251	0.0119994671
chr2L	3872501	3873000	chr2L	3872501	3873000	7745	7745	0.7352138346	0.0000000000	0.0000000000
chr2L	3908501	3909000	chr2L	3908501	3909000	7817	7817	0.5110916187	0.0000000000	0.0000000000
chr2L	4029501	4030000	chr2L	4029501	4030000	8059	8059	0.5327684613	0.0000000000	0.0000000000
chr2L	4031501	4032000	chr2L	4031501	4032000	8063	8063	0.4030005236	0.0000001673	0.0000002314
chr2L	4034501	4035000	chr2L	4034501	4035000	8069	8069	0.5041864365	0.0000000000	0.0000000000
chr2L	4054001	4054500	chr2L	4054001	4054500	8108	8108	0.5209608008	0.0000000000	0.0000000000
chr2L	4064001	4064500	chr2L	4064001	4064500	8128	8128	0.5329705868	0.0000000000	0.0000000000
chr2L	4071501	4072000	chr2L	4071501	4072000	8143	8143	0.4701007834	0.0000000007	0.0000000011
chr2L	4186501	4187000	chr2L	4186501	4187000	8373	8373	0.3564595276	0.0000066419	0.0000082477
chr2L	4227501	4228000	chr2L	4227501	4228000	8455	8455	0.5496030383	0.0000000000	0.0000000000
chr2L	4281001	4281500	chr2L	4281001	4281500	8562	8562	0.5460375700	0.0000000000	0.0000000000
chr2L	4345501	4346000	chr2L	4345501	4346000	8691	8691	0.6151119173	0.0000000000	0.0000000000
chr2L	4371501	4372000	chr2L	4371501	4372000	8743	8743	0.3254139609	0.0000353649	0.0000423323
chr2L	4386501	4387000	chr2L	4386501	4387000	8773	8773	0.5075115877	0.0000000000	0.0000000000
chr2L	4442001	4442500	chr2L	4442001	4442500	8884	8884	0.6102841047	0.0000000000	0.0000000000
chr2L	4454001	4454500	chr2L	4454001	4454500	8908	8908	0.5291946575	0.0000000000	0.0000000000
chr2L	4458501	4459000	chr2L	4458501	4459000	8917	8917	0.7533896224	0.0000000000	0.0000000000
chr2L	4463501	4464000	chr2L	4463501	4464000	8927	8927	0.6845070537	0.0000000000	0.0000000000
chr2L	4533001	4533500	chr2L	4533001	4533500	9066	9066	0.2389765987	0.0028398491	0.0031200798
chr2L	4691001	4691500	chr2L	4691001	4691500	9382	9382	0.4711446515	0.0000000004	0.0000000006
chr2L	4726001	4726500	chr2L	4726001	4726500	9452	9452	0.5152819920	0.0000000000	0.0000000000
chr2L	4794001	4794500	chr2L	4794001	4794500	9588	9588	0.4339117148	0.0000000126	0.0000000187
chr2L	4811501	4812000	chr2L	4811501	4812000	9623	9623	0.6335511744	0.0000000000	0.0000000000
chr2L	4818501	4819000	chr2L	4818501	4819000	9637	9637	0.6313621781	0.0000000000	0.0000000000
chr2L	4821501	4822000	chr2L	4821501	4822000	9643	9643	0.6412569205	0.0000000000	0.0000000000
chr2L	4830001	4830500	chr2L	4830001	4830500	9660	9660	0.5769937418	0.0000000000	0.0000000000
chr2L	4838001	4838500	chr2L	4838001	4838500	9676	9676	0.6512948770	0.0000000000	0.0000000000
chr2L	4848001	4848500	chr2L	4848001	4848500	9696	9696	0.4796103798	0.0000000002	0.0000000003
chr2L	4852001	4852500	chr2L	4852001	4852500	9704	9704	0.4870529957	0.0000000001	0.0000000001
chr2L	4889001	4889500	chr2L	4889001	4889500	9778	9778	0.4265078703	0.0000000240	0.0000000350
chr2L	4892001	4892500	chr2L	4892001	4892500	9784	9784	0.4365452117	0.0000000100	0.0000000149
chr2L	4944501	4945000	chr2L	4944501	4945000	9889	9889	0.3961757400	0.0000002852	0.0000003863
chr2L	4949501	4950000	chr2L	4949501	4950000	9899	9899	0.3665912800	0.0000024907	0.0000031775
chr2L	4955501	4956000	chr2L	4955501	4956000	9911	9911	0.1844904867	0.0222712210	0.0236266840
chr2L	4967501	4968000	chr2L	4967501	4968000	9935	9935	0.5104159356	0.0000000000	0.0000000000
chr2L	4971001	4971500	chr2L	4971001	4971500	9942	9942	0.3946891613	0.0000003198	0.0000004307
chr2L	4976501	4977000	chr2L	4976501	4977000	9953	9953	0.1960207838	0.0150060739	0.0160032695
chr2L	4981501	4982000	chr2L	4981501	4982000	9963	9963	0.3846496793	0.0000006821	0.0000009028
chr2L	5000501	5001000	chr2L	5000501	5001000	10001	10001	0.3603426184	0.0000038242	0.0000048286
chr2L	5009501	5010000	chr2L	5009501	5010000	10019	10019	0.6221585391	0.0000000000	0.0000000000
chr2L	5042501	5043000	chr2L	5042501	5043000	10085	10085	0.3876813630	0.0000005442	0.0000007244
chr2L	5054501	5055000	chr2L	5054501	5055000	10109	10109	0.5213937480	0.0000000000	0.0000000000
chr2L	5059501	5060000	chr2L	5059501	5060000	10119	10119	0.5300915073	0.0000000000	0.0000000000
chr2L	5070501	5071000	chr2L	5070501	5071000	10141	10141	0.5374303667	0.0000000000	0.0000000000
chr2L	5093001	5093500	chr2L	5093001	5093500	10186	10186	0.6183632030	0.0000000000	0.0000000000
chr2L	5100001	5100500	chr2L	5100001	5100500	10200	10200	0.5435341113	0.0000000000	0.0000000000
chr2L	5237501	5238000	chr2L	5237501	5238000	10475	10475	0.5644019539	0.0000000000	0.0000000000
chr2L	5270501	5271000	chr2L	5270501	5271000	10541	10541	0.7965274736	0.0000000000	0.0000000000
chr2L	5278001	5278500	chr2L	5278001	5278500	10556	10556	0.5234668543	0.0000000000	0.0000000000
chr2L	5306001	5306500	chr2L	5306001	5306500	10612	10612	0.5770814756	0.0000000000	0.0000000000
chr2L	5327001	5327500	chr2L	5327001	5327500	10654	10654	0.6046146654	0.0000000000	0.0000000000
chr2L	5366001	5366500	chr2L	5366001	5366500	10732	10732	0.6722193937	0.0000000000	0.0000000000
chr2L	5403501	5404000	chr2L	5403501	5404000	10807	10807	0.6606809116	0.0000000000	0.0000000000
chr2L	5461001	5461500	chr2L	5461001	5461500	10922	10922	0.6754349630	0.0000000000	0.0000000000
chr2L	5517501	5518000	chr2L	5517501	5518000	11035	11035	0.4266002051	0.0000000238	0.0000000347
chr2L	5527001	5527500	chr2L	5527001	5527500	11054	11054	0.4682095066	0.0000000005	0.0000000008
chr2L	5542001	5542500	chr2L	5542001	5542500	11084	11084	0.6556328017	0.0000000000	0.0000000000
chr2L	5547001	5547500	chr2L	5547001	5547500	11094	11094	0.5919675073	0.0000000000	0.0000000000
chr2L	5551001	5551500	chr2L	5551001	5551500	11102	11102	0.6229836348	0.0000000000	0.0000000000
chr2L	5613001	5613500	chr2L	5613001	5613500	11226	11226	0.5335438811	0.0000000000	0.0000000000
chr2L	5720501	5721000	chr2L	5720501	5721000	11441	11441	0.5506881870	0.0000000000	0.0000000000
chr2L	5724501	5725000	chr2L	5724501	5725000	11449	11449	0.6083669269	0.0000000000	0.0000000000
chr2L	5771501	5772000	chr2L	5771501	5772000	11543	11543	0.6156897060	0.0000000000	0.0000000000
chr2L	5789501	5790000	chr2L	5789501	5790000	11579	11579	0.1869368590	0.0205177754	0.0217814158
chr2L	5800001	5800500	chr2L	5800001	5800500	11600	11600	0.7086023159	0.0000000000	0.0000000000
chr2L	5805001	5805500	chr2L	5805001	5805500	11610	11610	0.7267388014	0.0000000000	0.0000000000
chr2L	5870501	5871000	chr2L	5870501	5871000	11741	11741	0.3714974675	0.0000017665	0.0000022799
chr2L	5879001	5879500	chr2L	5879001	5879500	11758	11758	0.4014471245	0.0000001891	0.0000002602
chr2L	5907001	5907500	chr2L	5907001	5907500	11814	11814	0.6823213627	0.0000000000	0.0000000000
chr2L	5943501	5944000	chr2L	5943501	5944000	11887	11887	0.6181305297	0.0000000000	0.0000000000
chr2L	5949001	5949500	chr2L	5949001	5949500	11898	11898	0.5230761402	0.0000000000	0.0000000000
chr2L	5965001	5965500	chr2L	5965001	5965500	11930	11930	0.6077882122	0.0000000000	0.0000000000
chr2L	5981001	5981500	chr2L	5981001	5981500	11962	11962	0.5727189617	0.0000000000	0.0000000000
chr2L	5985501	5986000	chr2L	5985501	5986000	11971	11971	0.5115702643	0.0000000000	0.0000000000
chr2L	5999001	5999500	chr2L	5999001	5999500	11998	11998	0.4336549985	0.0000000129	0.0000000191
chr2L	6024501	6025000	chr2L	6024501	6025000	12049	12049	0.5521256348	0.0000000000	0.0000000000
chr2L	6037001	6037500	chr2L	6037001	6037500	12074	12074	0.4205928742	0.0000000398	0.0000000571
chr2L	6048501	6049000	chr2L	6048501	6049000	12097	12097	0.5126236965	0.0000000000	0.0000000000
chr2L	6049501	6050000	chr2L	6049501	6050000	12099	12099	0.3712329779	0.0000017998	0.0000023222
chr2L	6050001	6050500	chr2L	6050001	6050500	12100	12100	0.4155685948	0.0000000605	0.0000000859
chr2L	6063001	6063500	chr2L	6063001	6063500	12126	12126	0.3707239676	0.0000018656	0.0000024051
chr2L	6071001	6071500	chr2L	6071001	6071500	12142	12142	0.4367249146	0.0000000098	0.0000000147
chr2L	6075001	6075500	chr2L	6075001	6075500	12150	12150	0.4895619397	0.0000000001	0.0000000001
chr2L	6091501	6092000	chr2L	6091501	6092000	12183	12183	0.4695200894	0.0000000004	0.0000000007
chr2L	6099001	6099500	chr2L	6099001	6099500	12198	12198	0.6866458444	0.0000000000	0.0000000000
chr2L	6124501	6125000	chr2L	6124501	6125000	12249	12249	0.5803006698	0.0000000000	0.0000000000
chr2L	6178501	6179000	chr2L	6178501	6179000	12357	12357	0.4128048317	0.0000000760	0.0000001070
chr2L	6229001	6229500	chr2L	6229001	6229500	12458	12458	0.3705065791	0.0000018943	0.0000024408
chr2L	6323501	6324000	chr2L	6323501	6324000	12647	12647	0.7520193458	0.0000000000	0.0000000000
chr2L	6338501	6339000	chr2L	6338501	6339000	12677	12677	0.7049516388	0.0000000000	0.0000000000
chr2L	6356501	6357000	chr2L	6356501	6357000	12713	12713	0.6021191358	0.0000000000	0.0000000000
chr2L	6373501	6374000	chr2L	6373501	6374000	12747	12747	0.6264509071	0.0000000000	0.0000000000
chr2L	6377001	6377500	chr2L	6377001	6377500	12754	12754	0.6588184789	0.0000000000	0.0000000000
chr2L	6455501	6456000	chr2L	6455501	6456000	12911	12911	0.5011089771	0.0000000000	0.0000000000
chr2L	6467501	6468000	chr2L	6467501	6468000	12935	12935	0.3868353023	0.0000005797	0.0000007704
chr2L	6473501	6474000	chr2L	6473501	6474000	12947	12947	0.5437137997	0.0000000000	0.0000000000
chr2L	6480501	6481000	chr2L	6480501	6481000	12961	12961	0.5820246058	0.0000000000	0.0000000000
chr2L	6490001	6490500	chr2L	6490001	6490500	12980	12980	0.3060578215	0.0001077156	0.0001261154
chr2L	6498501	6499000	chr2L	6498501	6499000	12997	12997	0.7182961408	0.0000000000	0.0000000000
chr2L	6527001	6527500	chr2L	6527001	6527500	13054	13054	0.7472295445	0.0000000000	0.0000000000
chr2L	6535501	6536000	chr2L	6535501	6536000	13071	13071	0.2208120483	0.0059655299	0.0064656675
chr2L	6557501	6558000	chr2L	6557501	6558000	13115	13115	0.6875548632	0.0000000000	0.0000000000
chr2L	6562001	6562500	chr2L	6562001	6562500	13124	13124	0.5785166347	0.0000000000	0.0000000000
chr2L	6566501	6567000	chr2L	6566501	6567000	13133	13133	0.6992403215	0.0000000000	0.0000000000
chr2L	6567501	6568000	chr2L	6567501	6568000	13135	13135	0.3656489267	0.0000026587	0.0000033845
chr2L	6569001	6569500	chr2L	6569001	6569500	13138	13138	0.1179306367	0.1467515465	0.1513365161
chr2L	6611001	6611500	chr2L	6611001	6611500	13222	13222			
chr2L	6622501	6623000	chr2L	6622501	6623000	13245	13245	0.5633461547	0.0000000000	0.0000000000
chr2L	6647501	6648000	chr2L	6647501	6648000	13295	13295	0.5117916568	0.0000000000	0.0000000000
