chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	score	pvalue	qvalue
chr2L	564001	564500	chr2L	564001	564500	1128	1128	0.5507831622	0.0000000000	0.0000000000
chr2L	568001	568500	chr2L	568001	568500	1136	1136	0.5041968444	0.0000000000	0.0000000000
chr2L	574501	575000	chr2L	574501	575000	1149	1149	0.4394261181	0.0000000077	0.0000000161
chr2L	587501	588000	chr2L	587501	588000	1175	1175	0.1308086152	0.1071133908	0.1207913062
chr2L	602501	603000	chr2L	602501	603000	1205	1205	0.7394301537	0.0000000000	0.0000000000
chr2L	715501	716000	chr2L	715501	716000	1431	1431	0.1012462356	0.2133997099	0.2333009748
chr2L	740001	740500	chr2L	740001	740500	1480	1480	0.4836483424	0.0000000001	0.0000000003
chr2L	768001	768500	chr2L	768001	768500	1536	1536	0.2467292984	0.0024165150	0.0031733806
chr2L	800501	801000	chr2L	800501	801000	1601	1601	0.1207961422	0.1370929806	0.1531151264
chr2L	821001	821500	chr2L	821001	821500	1642	1642	0.4581060040	0.0000000013	0.0000000030
chr2L	826001	826500	chr2L	826001	826500	1652	1652	0.6128410033	0.0000000000	0.0000000000
chr2L	833001	833500	chr2L	833001	833500	1666	1666	0.0208830457	0.7981043315	0.8124185386
chr2L	850501	851000	chr2L	850501	851000	1701	1701	0.6106603257	0.0000000000	0.0000000000
chr2L	855001	855500	chr2L	855001	855500	1710	1710	0.6257860966	0.0000000000	0.0000000000
chr2L	871001	871500	chr2L	871001	871500	1742	1742	0.6076406844	0.0000000000	0.0000000000
chr2L	901501	902000	chr2L	901501	902000	1803	1803	0.7405656614	0.0000000000	0.0000000000
chr2L	940001	940500	chr2L	940001	940500	1880	1880	0.2363947842	0.0031669802	0.0041090398
chr2L	1077501	1078000	chr2L	1077501	1078000	2155	2155	0.7512615061	0.0000000000	0.0000000000
chr2L	1108001	1108500	chr2L	1108001	1108500	2216	2216	0.4488150310	0.0000000033	0.0000000071
chr2L	1119001	1119500	chr2L	1119001	1119500	2238	2238	0.1386937424	0.0873280899	0.0993461086
chr2L	1129001	1129500	chr2L	1129001	1129500	2258	2258	0.5778844979	0.0000000000	0.0000000000
chr2L	1158001	1158500	chr2L	1158001	1158500	2316	2316	0.6184066667	0.0000000000	0.0000000000
chr2L	1178001	1178500	chr2L	1178001	1178500	2356	2356	0.3013635332	0.0001394255	0.0002052788
chr2L	1199501	1200000	chr2L	1199501	1200000	2399	2399	0.1984294946	0.0137807984	0.0169223841
chr2L	1342501	1343000	chr2L	1342501	1343000	2685	2685	0.1332444749	0.1006590891	0.1137885355
chr2L	1348501	1349000	chr2L	1348501	1349000	2697	2697	0.1963019363	0.0148583373	0.0182167286
chr2L	1410501	1411000	chr2L	1410501	1411000	2821	2821	0.1310913123	0.1063481358	0.1199864785
chr2L	1420501	1421000	chr2L	1420501	1421000	2841	2841	0.7272189459	0.0000000000	0.0000000000
chr2L	1491501	1492000	chr2L	1491501	1492000	2983	2983	0.4264356829	0.0000000242	0.0000000485
chr2L	1504001	1504500	chr2L	1504001	1504500	3008	3008	0.4355166174	0.0000000109	0.0000000226
chr2L	1517501	1518000	chr2L	1517501	1518000	3035	3035	0.1396740271	0.0850864023	0.0968906573
chr2L	1526001	1526500	chr2L	1526001	1526500	3052	3052	0.2983945788	0.0001637520	0.0002395793
chr2L	1575501	1576000	chr2L	1575501	1576000	3151	3151	0.5374222308	0.0000000000	0.0000000000
chr2L	1614001	1614500	chr2L	1614001	1614500	3228	3228	0.5768491511	0.0000000000	0.0000000000
chr2L	1704501	1705000	chr2L	1704501	1705000	3409	3409	0.6158673894	0.0000000000	0.0000000000
chr2L	1710001	1710500	chr2L	1710001	1710500	3420	3420	0.2470158058	0.0020069572	0.0026550253
chr2L	1715501	1716000	chr2L	1715501	1716000	3431	3431	0.5521302096	0.0000000000	0.0000000000
chr2L	1725001	1725500	chr2L	1725001	1725500	3450	3450	0.2803668103	0.0004183222	0.0005869374
chr2L	1728001	1728500	chr2L	1728001	1728500	3456	3456	0.3725207727	0.0000016431	0.0000028458
chr2L	1732501	1733000	chr2L	1732501	1733000	3465	3465	0.5826092336	0.0000000000	0.0000000000
chr2L	1884001	1884500	chr2L	1884001	1884500	3768	3768	0.3143743990	0.0000674164	0.0001018358
chr2L	1909501	1910000	chr2L	1909501	1910000	3819	3819	0.4296586043	0.0000000183	0.0000000371
chr2L	1920001	1920500	chr2L	1920001	1920500	3840	3840	0.1712237065	0.0341822435	0.0405206727
chr2L	1954001	1954500	chr2L	1954001	1954500	3908	3908	0.3597609701	0.0000039780	0.0000066357
chr2L	1973001	1973500	chr2L	1973001	1973500	3946	3946	0.5972912299	0.0000000000	0.0000000000
chr2L	1981001	1981500	chr2L	1981001	1981500	3962	3962	0.5432851212	0.0000000000	0.0000000000
chr2L	2009001	2009500	chr2L	2009001	2009500	4018	4018	0.3705072405	0.0000018942	0.0000032651
chr2L	2014001	2014500	chr2L	2014001	2014500	4028	4028	0.5479156167	0.0000000000	0.0000000000
chr2L	2032001	2032500	chr2L	2032001	2032500	4064	4064	0.2554930703	0.0013741682	0.0018435799
chr2L	2037001	2037500	chr2L	2037001	2037500	4074	4074	0.5936541487	0.0000000000	0.0000000000
chr2L	2046001	2046500	chr2L	2046001	2046500	4092	4092	0.3357970230	0.0000188056	0.0000298708
chr2L	2138001	2138500	chr2L	2138001	2138500	4276	4276	0.3108322666	0.0000824573	0.0001236328
chr2L	2145001	2145500	chr2L	2145001	2145500	4290	4290	0.5178430376	0.0000000000	0.0000000000
chr2L	2151501	2152000	chr2L	2151501	2152000	4303	4303	0.5233326961	0.0000000000	0.0000000000
chr2L	2155501	2156000	chr2L	2155501	2156000	4311	4311	0.2170585549	0.0069051390	0.0087090832
chr2L	2164501	2165000	chr2L	2164501	2165000	4329	4329	-0.0516578797	0.5265763345	0.5502214326
chr2L	2192501	2193000	chr2L	2192501	2193000	4385	4385	0.7344999851	0.0000000000	0.0000000000
chr2L	2196001	2196500	chr2L	2196001	2196500	4392	4392	0.2444496575	0.0022449666	0.0029581186
chr2L	2214501	2215000	chr2L	2214501	2215000	4429	4429	0.3517105526	0.0000068067	0.0000111623
chr2L	2215501	2216000	chr2L	2215501	2216000	4431	4431	0.2075877896	0.0098824624	0.0122680662
chr2L	2216501	2217000	chr2L	2216501	2217000	4433	4433	0.3933072455	0.0000003555	0.0000006502
chr2L	2221501	2222000	chr2L	2221501	2222000	4443	4443	0.2370454485	0.0030814898	0.0040014658
chr2L	2226001	2226500	chr2L	2226001	2226500	4452	4452	0.2723243610	0.0006225330	0.0008615131
chr2L	2237001	2237500	chr2L	2237001	2237500	4474	4474	0.6968802170	0.0000000000	0.0000000000
chr2L	2357001	2357500	chr2L	2357001	2357500	4714	4714	0.2777762655	0.0004761274	0.0006646361
chr2L	2365001	2365500	chr2L	2365001	2365500	4730	4730	0.7436713197	0.0000000000	0.0000000000
chr2L	2375501	2376000	chr2L	2375501	2376000	4751	4751	0.6141980619	0.0000000000	0.0000000000
chr2L	2381501	2382000	chr2L	2381501	2382000	4763	4763	0.4574602673	0.0000000014	0.0000000032
chr2L	2382501	2383000	chr2L	2382501	2383000	4765	4765	0.3802203088	0.0000009445	0.0000016714
chr2L	2450001	2450500	chr2L	2450001	2450500	4900	4900	-0.0112751307	0.8901634107	0.8992447392
chr2L	2456501	2457000	chr2L	2456501	2457000	4913	4913	0.1855076988	0.0215271012	0.0260293918
chr2L	2493001	2493500	chr2L	2493001	2493500	4986	4986	0.6555221905	0.0000000000	0.0000000000
chr2L	2556001	2556500	chr2L	2556001	2556500	5112	5112	0.2157014591	0.0072758543	0.0091543190
chr2L	2579001	2579500	chr2L	2579001	2579500	5158	5158	0.0996475309	0.2207667848	0.2408459016
chr2L	2585501	2586000	chr2L	2585501	2586000	5171	5171	0.7093682069	0.0000000000	0.0000000000
chr2L	2658501	2659000	chr2L	2658501	2659000	5317	5317	0.4173751455	0.0000000960	0.0000001828
chr2L	2703501	2704000	chr2L	2703501	2704000	5407	5407	0.7568400762	0.0000000000	0.0000000000
chr2L	2724501	2725000	chr2L	2724501	2725000	5449	5449	0.5479241091	0.0000000000	0.0000000000
chr2L	2739501	2740000	chr2L	2739501	2740000	5479	5479	0.6146124413	0.0000000000	0.0000000000
chr2L	2745001	2745500	chr2L	2745001	2745500	5490	5490	0.3823168338	0.0000008101	0.0000014413
chr2L	2750001	2750500	chr2L	2750001	2750500	5500	5500	0.2887331084	0.0002729126	0.0003891188
chr2L	2756501	2757000	chr2L	2756501	2757000	5513	5513	0.4246011000	0.0000000283	0.0000000563
chr2L	2808501	2809000	chr2L	2808501	2809000	5617	5617	0.1762094034	0.0291924761	0.0348810741
chr2L	2855501	2856000	chr2L	2855501	2856000	5711	5711	0.4878426147	0.0000000001	0.0000000002
chr2L	2874001	2874500	chr2L	2874001	2874500	5748	5748	0.5543136340	0.0000000000	0.0000000000
chr2L	2878501	2879000	chr2L	2878501	2879000	5757	5757	0.4822553451	0.0000000001	0.0000000003
chr2L	2885501	2886000	chr2L	2885501	2886000	5771	5771	0.6476586645	0.0000000000	0.0000000000
chr2L	2918001	2918500	chr2L	2918001	2918500	5836	5836	0.2076785393	0.0098492733	0.0122301275
chr2L	2968501	2969000	chr2L	2968501	2969000	5937	5937	0.2643410876	0.0009123727	0.0012459456
chr2L	2979001	2979500	chr2L	2979001	2979500	5958	5958	0.5500105597	0.0000000000	0.0000000000
chr2L	2987501	2988000	chr2L	2987501	2988000	5975	5975	0.4844293677	0.0000000001	0.0000000002
chr2L	2992501	2993000	chr2L	2992501	2993000	5985	5985	0.4381980410	0.0000000086	0.0000000179
chr2L	2999501	3000000	chr2L	2999501	3000000	5999	5999	0.7336551492	0.0000000000	0.0000000000
chr2L	3018501	3019000	chr2L	3018501	3019000	6037	6037	0.2745851675	0.0005574193	0.0007741657
chr2L	3023001	3023500	chr2L	3023001	3023500	6046	6046	0.2763208276	0.0005117453	0.0007130726
chr2L	3029501	3030000	chr2L	3029501	3030000	6059	6059	0.5413372919	0.0000000000	0.0000000000
chr2L	3094501	3095000	chr2L	3094501	3095000	6189	6189	0.3586924655	0.0000042759	0.0000071173
chr2L	3108501	3109000	chr2L	3108501	3109000	6217	6217	0.6111944891	0.0000000000	0.0000000000
chr2L	3145001	3145500	chr2L	3145001	3145500	6290	6290	0.4489795889	0.0000000032	0.0000000070
chr2L	3152501	3153000	chr2L	3152501	3153000	6305	6305	-0.0219303885	0.7882110533	0.8039303621
chr2L	3159001	3159500	chr2L	3159001	3159500	6318	6318	0.2787909950	0.0005893946	0.0008173548
chr2L	3173001	3173500	chr2L	3173001	3173500	6346	6346	0.4034326757	0.0000001617	0.0000003029
chr2L	3233501	3234000	chr2L	3233501	3234000	6467	6467	0.6786500561	0.0000000000	0.0000000000
chr2L	3320501	3321000	chr2L	3320501	3321000	6641	6641	0.2983203119	0.0001644082	0.0002404638
chr2L	3372501	3373000	chr2L	3372501	3373000	6745	6745	0.5388485080	0.0000000000	0.0000000000
chr2L	3397001	3397500	chr2L	3397001	3397500	6794	6794	0.2059692599	0.0104911328	0.0129924779
chr2L	3452501	3453000	chr2L	3452501	3453000	6905	6905	0.5544247042	0.0000000000	0.0000000000
chr2L	3466001	3466500	chr2L	3466001	3466500	6932	6932	0.5790235273	0.0000000000	0.0000000000
chr2L	3470001	3470500	chr2L	3470001	3470500	6940	6940	0.6462756931	0.0000000000	0.0000000000
chr2L	3480501	3481000	chr2L	3480501	3481000	6961	6961	0.7250914733	0.0000000000	0.0000000000
chr2L	3530001	3530500	chr2L	3530001	3530500	7060	7060	0.4526521440	0.0000000023	0.0000000050
chr2L	3539001	3539500	chr2L	3539001	3539500	7078	7078	0.2957452467	0.0001887310	0.0002738011
chr2L	3580501	3581000	chr2L	3580501	3581000	7161	7161	0.2050361088	0.0108568122	0.0134310484
chr2L	3606001	3606500	chr2L	3606001	3606500	7212	7212	0.4299545805	0.0000000178	0.0000000362
chr2L	3618501	3619000	chr2L	3618501	3619000	7237	7237	0.5126072748	0.0000000000	0.0000000000
chr2L	3634001	3634500	chr2L	3634001	3634500	7268	7268	0.4720041596	0.0000000003	0.0000000008
chr2L	3663001	3663500	chr2L	3663001	3663500	7326	7326	-0.0413012845	0.6127701118	0.6352934062
chr2L	3711501	3712000	chr2L	3711501	3712000	7423	7423	0.2158254702	0.0072412615	0.0091157239
chr2L	3770501	3771000	chr2L	3770501	3771000	7541	7541	0.2979247975	0.0001679443	0.0002450966
chr2L	3786001	3786500	chr2L	3786001	3786500	7572	7572	0.3626652814	0.0000032645	0.0000054908
chr2L	3803001	3803500	chr2L	3803001	3803500	7606	7606	0.2764557194	0.0005083439	0.0007085453
chr2L	3806001	3806500	chr2L	3806001	3806500	7612	7612	0.1523131634	0.0600975112	0.0698013020
chr2L	3813001	3813500	chr2L	3813001	3813500	7626	7626	0.4269644843	0.0000000231	0.0000000465
chr2L	3825001	3825500	chr2L	3825001	3825500	7650	7650	0.2851900762	0.0003275788	0.0004632488
chr2L	3836501	3837000	chr2L	3836501	3837000	7673	7673	0.4667149701	0.0000000006	0.0000000013
chr2L	3862001	3862500	chr2L	3862001	3862500	7724	7724	0.5391899338	0.0000000000	0.0000000000
chr2L	3868001	3868500	chr2L	3868001	3868500	7736	7736	0.1941809878	0.0160047159	0.0195552502
chr2L	3872501	3873000	chr2L	3872501	3873000	7745	7745	0.7072712215	0.0000000000	0.0000000000
chr2L	3908501	3909000	chr2L	3908501	3909000	7817	7817	0.3876079044	0.0000005472	0.0000009836
chr2L	4029501	4030000	chr2L	4029501	4030000	8059	8059	0.2648598057	0.0008903200	0.0012169015
chr2L	4031501	4032000	chr2L	4031501	4032000	8063	8063	0.4833037925	0.0000000001	0.0000000003
chr2L	4034501	4035000	chr2L	4034501	4035000	8069	8069	0.1906119154	0.0181073487	0.0220202773
chr2L	4054001	4054500	chr2L	4054001	4054500	8108	8108	0.1334290666	0.1001827229	0.1132775492
chr2L	4064001	4064500	chr2L	4064001	4064500	8128	8128	0.5435977868	0.0000000000	0.0000000000
chr2L	4071501	4072000	chr2L	4071501	4072000	8143	8143	0.3643357528	0.0000039456	0.0000065840
chr2L	4186501	4187000	chr2L	4186501	4187000	8373	8373	0.3781364396	0.0000015272	0.0000026521
chr2L	4227501	4228000	chr2L	4227501	4228000	8455	8455	0.5332600767	0.0000000000	0.0000000000
chr2L	4281001	4281500	chr2L	4281001	4281500	8562	8562	0.1512635415	0.0619128747	0.0718022723
chr2L	4345501	4346000	chr2L	4345501	4346000	8691	8691	0.5981113324	0.0000000000	0.0000000000
chr2L	4371501	4372000	chr2L	4371501	4372000	8743	8743	0.0585803266	0.4725834695	0.4960314540
chr2L	4386501	4387000	chr2L	4386501	4387000	8773	8773	0.3820955725	0.0000008234	0.0000014632
chr2L	4442001	4442500	chr2L	4442001	4442500	8884	8884	0.5875966281	0.0000000000	0.0000000000
chr2L	4454001	4454500	chr2L	4454001	4454500	8908	8908	0.5162154849	0.0000000000	0.0000000000
chr2L	4458501	4459000	chr2L	4458501	4459000	8917	8917	0.7775720062	0.0000000000	0.0000000000
chr2L	4463501	4464000	chr2L	4463501	4464000	8927	8927	0.7062948909	0.0000000000	0.0000000000
chr2L	4533001	4533500	chr2L	4533001	4533500	9066	9066	0.2090166571	0.0093711494	0.0116706795
chr2L	4691001	4691500	chr2L	4691001	4691500	9382	9382	0.3475184986	0.0000089478	0.0000145656
chr2L	4726001	4726500	chr2L	4726001	4726500	9452	9452	0.5727673504	0.0000000000	0.0000000000
chr2L	4794001	4794500	chr2L	4794001	4794500	9588	9588	0.4070473044	0.0000001212	0.0000002295
chr2L	4811501	4812000	chr2L	4811501	4812000	9623	9623	0.5541338805	0.0000000000	0.0000000000
chr2L	4818501	4819000	chr2L	4818501	4819000	9637	9637	0.6019830393	0.0000000000	0.0000000000
chr2L	4821501	4822000	chr2L	4821501	4822000	9643	9643	0.1490094761	0.0659628569	0.0762142841
chr2L	4830001	4830500	chr2L	4830001	4830500	9660	9660	0.2626760224	0.0009865799	0.0013398141
chr2L	4838001	4838500	chr2L	4838001	4838500	9676	9676	0.5460243407	0.0000000000	0.0000000000
chr2L	4848001	4848500	chr2L	4848001	4848500	9696	9696	0.4017780937	0.0000001842	0.0000003437
chr2L	4852001	4852500	chr2L	4852001	4852500	9704	9704	0.4875151253	0.0000000001	0.0000000002
chr2L	4889001	4889500	chr2L	4889001	4889500	9778	9778	-0.0642850411	0.4304539981	0.4553029334
chr2L	4892001	4892500	chr2L	4892001	4892500	9784	9784	0.3527720564	0.0000063470	0.0000104378
chr2L	4944501	4945000	chr2L	4944501	4945000	9889	9889	0.3349201086	0.0000198547	0.0000314192
chr2L	4949501	4950000	chr2L	4949501	4950000	9899	9899	0.4456343470	0.0000000044	0.0000000094
chr2L	4955501	4956000	chr2L	4955501	4956000	9911	9911	0.2463375993	0.0020675306	0.0027320521
chr2L	4967501	4968000	chr2L	4967501	4968000	9935	9935	0.4919684328	0.0000000000	0.0000000001
chr2L	4971001	4971500	chr2L	4971001	4971500	9942	9942	0.3569972757	0.0000047921	0.0000079480
chr2L	4976501	4977000	chr2L	4976501	4977000	9953	9953	0.1579585036	0.0510661079	0.0597740609
chr2L	4981501	4982000	chr2L	4981501	4982000	9963	9963	0.3198128084	0.0000492249	0.0000751124
chr2L	5000501	5001000	chr2L	5000501	5001000	10001	10001	-0.1368575131	0.0916534807	0.1040632592
chr2L	5009501	5010000	chr2L	5009501	5010000	10019	10019	0.6551598726	0.0000000000	0.0000000000
chr2L	5042501	5043000	chr2L	5042501	5043000	10085	10085	0.2799936671	0.0004262291	0.0005974910
chr2L	5054501	5055000	chr2L	5054501	5055000	10109	10109	0.4669000267	0.0000000006	0.0000000013
chr2L	5059501	5060000	chr2L	5059501	5060000	10119	10119	0.4546880862	0.0000000019	0.0000000042
chr2L	5070501	5071000	chr2L	5070501	5071000	10141	10141	0.5479338756	0.0000000000	0.0000000000
chr2L	5093001	5093500	chr2L	5093001	5093500	10186	10186	0.5944664150	0.0000000000	0.0000000000
chr2L	5100001	5100500	chr2L	5100001	5100500	10200	10200	0.5368315634	0.0000000000	0.0000000000
chr2L	5237501	5238000	chr2L	5237501	5238000	10475	10475	0.0300152462	0.7130815465	0.7327625342
chr2L	5270501	5271000	chr2L	5270501	5271000	10541	10541	0.7075724362	0.0000000000	0.0000000000
chr2L	5278001	5278500	chr2L	5278001	5278500	10556	10556	0.2141479646	0.0077217643	0.0096813283
chr2L	5306001	5306500	chr2L	5306001	5306500	10612	10612	0.5424766611	0.0000000000	0.0000000000
chr2L	5327001	5327500	chr2L	5327001	5327500	10654	10654	0.5992348891	0.0000000000	0.0000000000
chr2L	5366001	5366500	chr2L	5366001	5366500	10732	10732	0.6662563306	0.0000000000	0.0000000000
chr2L	5403501	5404000	chr2L	5403501	5404000	10807	10807	0.6112346045	0.0000000000	0.0000000000
chr2L	5461001	5461500	chr2L	5461001	5461500	10922	10922	0.6379519822	0.0000000000	0.0000000000
chr2L	5517501	5518000	chr2L	5517501	5518000	11035	11035	0.4252226403	0.0000000268	0.0000000536
chr2L	5527001	5527500	chr2L	5527001	5527500	11054	11054	0.4705893382	0.0000000004	0.0000000009
chr2L	5542001	5542500	chr2L	5542001	5542500	11084	11084	0.6201141141	0.0000000000	0.0000000000
chr2L	5547001	5547500	chr2L	5547001	5547500	11094	11094	0.5658974208	0.0000000000	0.0000000000
chr2L	5551001	5551500	chr2L	5551001	5551500	11102	11102	0.1750403875	0.0303032098	0.0360601224
chr2L	5613001	5613500	chr2L	5613001	5613500	11226	11226	0.1298076966	0.1098575020	0.1237059797
chr2L	5720501	5721000	chr2L	5720501	5721000	11441	11441	0.5857754757	0.0000000000	0.0000000000
chr2L	5724501	5725000	chr2L	5724501	5725000	11449	11449	0.6405821015	0.0000000000	0.0000000000
chr2L	5771501	5772000	chr2L	5771501	5772000	11543	11543	0.5370663990	0.0000000000	0.0000000000
chr2L	5789501	5790000	chr2L	5789501	5790000	11579	11579	-0.1206023858	0.1377304133	0.1537532606
chr2L	5800001	5800500	chr2L	5800001	5800500	11600	11600	0.6920846028	0.0000000000	0.0000000000
chr2L	5805001	5805500	chr2L	5805001	5805500	11610	11610	0.5600257814	0.0000000000	0.0000000000
chr2L	5870501	5871000	chr2L	5870501	5871000	11741	11741	0.1931162403	0.0166086070	0.0202558849
chr2L	5879001	5879500	chr2L	5879001	5879500	11758	11758	0.1373251288	0.0905361732	0.1028699585
chr2L	5907001	5907500	chr2L	5907001	5907500	11814	11814	0.5973681247	0.0000000000	0.0000000000
chr2L	5943501	5944000	chr2L	5943501	5944000	11887	11887	0.5514341253	0.0000000000	0.0000000000
chr2L	5949001	5949500	chr2L	5949001	5949500	11898	11898	0.3724635355	0.0000016497	0.0000028563
chr2L	5965001	5965500	chr2L	5965001	5965500	11930	11930	-0.0172758611	0.8324142128	0.8447570315
chr2L	5981001	5981500	chr2L	5981001	5981500	11962	11962	0.6048605406	0.0000000000	0.0000000000
chr2L	5985501	5986000	chr2L	5985501	5986000	11971	11971	0.3858847879	0.0000006223	0.0000011143
chr2L	5999001	5999500	chr2L	5999001	5999500	11998	11998	0.3680945876	0.0000022433	0.0000038298
chr2L	6024501	6025000	chr2L	6024501	6025000	12049	12049	0.5239784827	0.0000000000	0.0000000000
chr2L	6037001	6037500	chr2L	6037001	6037500	12074	12074	0.3422409373	0.0000125510	0.0000201979
chr2L	6048501	6049000	chr2L	6048501	6049000	12097	12097	0.3688155829	0.0000021330	0.0000036537
chr2L	6049501	6050000	chr2L	6049501	6050000	12099	12099	0.1799934171	0.0258311877	0.0310080855
chr2L	6050001	6050500	chr2L	6050001	6050500	12100	12100	0.2088581958	0.0094266817	0.0117335589
chr2L	6063001	6063500	chr2L	6063001	6063500	12126	12126	0.4057814477	0.0000001341	0.0000002531
chr2L	6071001	6071500	chr2L	6071001	6071500	12142	12142	0.5011320876	0.0000000000	0.0000000000
chr2L	6075001	6075500	chr2L	6075001	6075500	12150	12150	0.3852148433	0.0000006541	0.0000011703
chr2L	6091501	6092000	chr2L	6091501	6092000	12183	12183	0.4994931891	0.0000000000	0.0000000000
chr2L	6099001	6099500	chr2L	6099001	6099500	12198	12198	0.5964010404	0.0000000000	0.0000000000
chr2L	6124501	6125000	chr2L	6124501	6125000	12249	12249	0.5979248919	0.0000000000	0.0000000000
chr2L	6178501	6179000	chr2L	6178501	6179000	12357	12357	0.2740650048	0.0005718200	0.0007934557
chr2L	6229001	6229500	chr2L	6229001	6229500	12458	12458	0.1897782659	0.0186315328	0.0226518165
chr2L	6323501	6324000	chr2L	6323501	6324000	12647	12647	0.8384261654	0.0000000000	0.0000000000
chr2L	6338501	6339000	chr2L	6338501	6339000	12677	12677	0.7207324971	0.0000000000	0.0000000000
chr2L	6356501	6357000	chr2L	6356501	6357000	12713	12713	0.4443804969	0.0000000049	0.0000000105
chr2L	6373501	6374000	chr2L	6373501	6374000	12747	12747	0.2611006592	0.0010618263	0.0014353006
chr2L	6377001	6377500	chr2L	6377001	6377500	12754	12754	0.3329263591	0.0000224482	0.0000353430
chr2L	6455501	6456000	chr2L	6455501	6456000	12911	12911	0.5608350987	0.0000000000	0.0000000000
chr2L	6467501	6468000	chr2L	6467501	6468000	12935	12935	0.3290477652	0.0000284303	0.0000442969
chr2L	6473501	6474000	chr2L	6473501	6474000	12947	12947	0.4835903784	0.0000000001	0.0000000003
chr2L	6480501	6481000	chr2L	6480501	6481000	12961	12961	0.6412787553	0.0000000000	0.0000000000
chr2L	6490001	6490500	chr2L	6490001	6490500	12980	12980	0.3646247773	0.0000028535	0.0000048309
chr2L	6498501	6499000	chr2L	6498501	6499000	12997	12997	0.7290134900	0.0000000000	0.0000000000
chr2L	6527001	6527500	chr2L	6527001	6527500	13054	13054	0.7355661138	0.0000000000	0.0000000000
chr2L	6535501	6536000	chr2L	6535501	6536000	13071	13071	0.1622000166	0.0450445912	0.0529789051
chr2L	6557501	6558000	chr2L	6557501	6558000	13115	13115	0.6929765223	0.0000000000	0.0000000000
chr2L	6562001	6562500	chr2L	6562001	6562500	13124	13124	0.3200396813	0.0000485765	0.0000741959
chr2L	6566501	6567000	chr2L	6566501	6567000	13133	13133	0.6727572299	0.0000000000	0.0000000000
chr2L	6567501	6568000	chr2L	6567501	6568000	13135	13135	0.4483524299	0.0000000034	0.0000000074
chr2L	6569001	6569500	chr2L	6569001	6569500	13138	13138	0.6391030501	0.0000000000	0.0000000000
chr2L	6611001	6611500	chr2L	6611001	6611500	13222	13222	0.7597040992	0.0000000000	0.0000000000
chr2L	6622501	6623000	chr2L	6622501	6623000	13245	13245	0.6155045666	0.0000000000	0.0000000000
chr2L	6647501	6648000	chr2L	6647501	6648000	13295	13295	0.4746709804	0.0000000003	0.0000000006
