chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	score	pvalue	qvalue	resolution
chr2L	1518500	1518750	chr2L	1525000	1525250	1518	1525	0.5008384978	0.0	0.0	1000
chr2L	15219000	15220000	chr2L	15411000	15412000	15219	15411	0.0370399459	0.5308630994	0.5865202391	1000
chr2L	15319000	15320000	chr2L	15485000	15486000	15319	15485	-0.0401646265	0.4967507561	0.5513086376	1000
chr2L	15320250	15320500	chr2L	15333250	15333500	15320	15333	0.2247046135	0.0001306127	0.000231793	1000
chr2L	15333000	15334000	chr2L	15479000	15480000	15333	15479	0.3600915968	2e-10	6e-10	1000
chr2L	1540000	1542000	chr2L	1790000	1792000	1540	1790	-0.0980401336	0.0962419675	0.1221936167	1000
chr2L	15478500	15478750	chr2L	15491750	15492000	15478	15491	0.3716236132	1e-10	2e-10	1000
chr2L	15479750	15480000	chr2L	15485750	15486000	15479	15485	0.4087253654	0.0	1e-10	1000
chr2L	15480000	15482000	chr2L	15744000	15746000	7740	7872	0.2157009147	0.0002105239	0.0003597602	2000
chr2L	15731750	15732000	chr2L	15745500	15745750	15731	15745	0.4528543192	0.0	0.0	1000
chr2L	15732000	15732250	chr2L	15743000	15743250	15732	15743	0.7485020291	0.0	0.0	1000
chr2L	15807000	15808000	chr2L	15963000	15964000	15807	15963	0.1788142949	0.0022364816	0.0035176502	1000
chr2L	15858000	15860000	chr2L	16128000	16130000	15858	16128	0.0719988268	0.2225705913	0.2682727225	1000
chr2L	15865250	15865500	chr2L	15883000	15883250	15865	15883	0.3586830336	2e-10	7e-10	1000
chr2L	16149000	16150000	chr2L	16222000	16223000	8074	8111	0.2102087959	0.0024836827	0.0037112693	2000
chr2L	16251500	16251750	chr2L	16257500	16257750	16251	16257	0.2691622876	2.73793e-05	5.23685e-05	1000
chr2L	16300000	16300250	chr2L	16310500	16310750	16300	16310	0.3613918251	7e-10	2.1e-09	1000
chr2L	16406000	16407000	chr2L	16485000	16486000	16406	16485	0.4411637637	0.0	0.0	1000
chr2L	16415000	16416000	chr2L	16485000	16486000	16415	16485	0.1327568321	0.0239174547	0.033436088	1000
chr2L	16422750	16423000	chr2L	16486250	16486500	16422	16486	0.3765181476	0.0	1e-10	1000
chr2L	16588000	16588250	chr2L	16601500	16601750	16588	16601	0.5963108557	0.0	0.0	1000
chr2L	16588250	16588500	chr2L	16597500	16597750	16588	16597	0.2412083217	7.7418e-05	0.0001413581	1000
chr2L	16968000	16969000	chr2L	17314000	17315000	8484	8657	0.0159512027	0.7935979467	0.8335226654	2000
chr2L	16968000	16970000	chr2L	17328000	17330000	8484	8664	0.1012770741	0.095557772	0.1163837916	2000
chr2L	1708000	1710000	chr2L	2146000	2148000	427	536	0.0485320051	0.4256776295	0.4896177723	4000
chr2L	1717250	1717500	chr2L	1722750	1723000	1717	1722	0.3328089956	2.87e-07	6.679e-07	1000
chr2L	17265000	17266000	chr2L	17742000	17743000	8632	8871	0.3516844458	1.7e-09	5e-09	2000
chr2L	17327000	17328000	chr2L	17622000	17623000	8663	8811	0.2843113211	7.639e-07	1.7357e-06	2000
chr2L	17368500	17368750	chr2L	17379750	17380000	17368	17379	0.639566852	0.0	0.0	1000
chr2L	17383000	17384000	chr2L	17476000	17477000	17383	17476	0.1749717453	0.0027915564	0.0043352381	1000
chr2L	17478000	17478250	chr2L	17484250	17484500	17478	17484	0.3664832619	5.2e-09	1.4e-08	1000
chr2L	17500000	17502000	chr2L	17962000	17964000	8750	8981	0.3018353957	1.375e-07	3.366e-07	2000
chr2L	17603000	17604000	chr2L	17715000	17716000	17603	17715	0.3360958319	3.3e-09	9.2e-09	1000
chr2L	17621000	17622000	chr2L	17702000	17703000	17621	17702	0.1368326973	0.0198772192	0.0280895824	1000
chr2L	17621000	17622000	chr2L	17843000	17844000	17621	17843	0.4583296951	0.0	0.0	1000
chr2L	1764500	1764750	chr2L	1818750	1819000	1764	1818	0.3194671477	2.16e-08	5.55e-08	1000
chr2L	17735500	17735750	chr2L	17754250	17754500	17735	17754	0.4324507042	0.0	0.0	1000
chr2L	17735750	17736000	chr2L	17752500	17752750	17735	17752	0.3757968784	1e-10	3e-10	1000
chr2L	18160000	18161000	chr2L	18294000	18295000	18160	18294	0.111495143	0.0583012444	0.0767066908	1000
chr2L	18311250	18311500	chr2L	18319750	18320000	18311	18319	0.432527654	0.0	0.0	1000
chr2L	18311500	18311750	chr2L	18364250	18364500	18311	18364	0.4973579922	0.0	0.0	1000
chr2L	18314750	18315000	chr2L	18364250	18364500	18314	18364	0.5091968103	0.0	0.0	1000
chr2L	18319500	18319750	chr2L	18364250	18364500	18319	18364	0.5103326192	0.0	0.0	1000
chr2L	18320000	18320250	chr2L	18331500	18331750	18320	18331	0.2188139478	0.0002509075	0.0004324441	1000
chr2L	18330500	18330750	chr2L	18363250	18363500	18330	18363	0.2237018062	0.0001189831	0.0002114936	1000
chr2L	18331250	18331500	chr2L	18364500	18364750	18331	18364	0.2406258124	3.31405e-05	6.29527e-05	1000
chr2L	18486000	18487000	chr2L	18597000	18598000	18486	18597	0.2344177752	5.35715e-05	9.98098e-05	1000
chr2L	18605750	18606000	chr2L	18612750	18613000	18605	18612	0.3859821041	3e-10	8e-10	1000
chr2L	18714000	18715000	chr2L	18776000	18777000	18714	18776	0.6102103679	0.0	0.0	1000
chr2L	18737000	18737250	chr2L	18783250	18783500	18737	18783	0.3155844036	3.28e-08	8.3e-08	1000
chr2L	18737000	18738000	chr2L	18881000	18882000	18737	18881	0.1147906921	0.0511902419	0.0678753777	1000
chr2L	18783000	18784000	chr2L	18881000	18882000	18783	18881	0.2697297966	2.9073e-06	6.0696e-06	1000
chr2L	18875500	18875750	chr2L	18895500	18895750	18875	18895	0.2435597023	2.62885e-05	5.03692e-05	1000
chr2L	18881500	18881750	chr2L	18936250	18936500	18881	18936	0.4011778972	0.0	0.0	1000
chr2L	18944000	18944250	chr2L	18951750	18952000	18944	18951	0.4108628234	0.0	0.0	1000
chr2L	18951750	18952000	chr2L	18968750	18969000	18951	18968	0.2591158161	7.3165e-06	1.45736e-05	1000
chr2L	19068500	19068750	chr2L	19079750	19080000	19068	19079	0.3584455183	7e-10	2e-09	1000
chr2L	19135000	19135250	chr2L	19158250	19158500	19135	19158	0.5921858793	0.0	0.0	1000
chr2L	19135250	19135500	chr2L	19161500	19161750	19135	19161	0.2892483531	1.0428e-06	2.2848e-06	1000
chr2L	19136000	19136250	chr2L	19156000	19156250	19136	19156	0.7712946321	0.0	0.0	1000
chr2L	19137250	19137500	chr2L	19157250	19157500	19137	19157	0.6856904207	0.0	0.0	1000
chr2L	19139500	19139750	chr2L	19156750	19157000	19139	19156	0.5148016818	0.0	0.0	1000
chr2L	19190000	19190250	chr2L	19363500	19363750	19190	19363	0.4818949	0.0	0.0	1000
chr2L	19190000	19191000	chr2L	19335000	19336000	19190	19335	0.0251427638	0.6706235698	0.7211321476	1000
chr2L	19219000	19220000	chr2L	19324000	19325000	19219	19324	0.1246647165	0.0340654258	0.0464204355	1000
chr2L	19220000	19221000	chr2L	19337000	19338000	19220	19337	0.1887314819	0.0012358852	0.001989101	1000
chr2L	19323500	19323750	chr2L	19338500	19338750	19323	19338	0.4885075252	0.0	0.0	1000
chr2L	19327000	19327250	chr2L	19338500	19338750	19327	19338	0.4275854607	0.0	0.0	1000
chr2L	19341500	19341750	chr2L	19362250	19362500	19341	19362	0.5021613847	0.0	0.0	1000
chr2L	19378500	19378750	chr2L	19393500	19393750	19378	19393	0.2522876453	1.34235e-05	2.63588e-05	1000
chr2L	1954750	1955000	chr2L	1972500	1972750	1954	1972	0.5945989092	0.0	0.0	1000
chr2L	1955000	1955250	chr2L	1970250	1970500	1955	1970	0.5714620227	0.0	0.0	1000
chr2L	1958000	1958250	chr2L	1973000	1973250	1958	1973	0.2997118653	1.79e-07	4.241e-07	1000
chr2L	19580000	19582000	chr2L	19792000	19794000	9790	9896	0.2645608837	4.5806e-06	9.5183e-06	2000
chr2L	19590000	19592000	chr2L	19820000	19822000	9795	9910	0.0841966863	0.1535008586	0.1813654031	2000
chr2L	19599000	19600000	chr2L	19690000	19691000	19599	19690	0.0261611928	0.6581079758	0.7097431532	1000
chr2L	19818000	19819000	chr2L	19887000	19888000	19818	19887	0.4801202041	0.0	0.0	1000
chr2L	19819000	19820000	chr2L	19916000	19917000	19819	19916	0.3794044115	0.0	0.0	1000
chr2L	19820000	19820250	chr2L	19845000	19845250	19820	19845	0.4803888045	0.0	0.0	1000
chr2L	19820000	19820250	chr2L	19860000	19860250	19820	19860	0.6781918405	0.0	0.0	1000
chr2L	19838000	19840000	chr2L	20264000	20266000	9919	10132	0.0723246202	0.2847417476	0.323643291	2000
chr2L	19840000	19842000	chr2L	20288000	20290000	9920	10144	0.1812203466	0.0093786326	0.0130698451	2000
chr2L	19841000	19842000	chr2L	20268000	20269000	9920	10134	0.152941646	0.0228451351	0.0301648473	2000
chr2L	19856000	19858000	chr2L	20292000	20294000	9928	10146	0.0934061191	0.2038259817	0.2362843884	2000
chr2L	19886000	19888000	chr2L	20290000	20292000	9943	10145	0.3584577316	3.613e-07	8.416e-07	2000
chr2L	19887750	19888000	chr2L	19915000	19915250	19887	19915	0.5595832464	0.0	0.0	1000
chr2L	19895000	19896000	chr2L	20018000	20019000	19895	20018	0.3675738186	1e-10	2e-10	1000
chr2L	19914000	19915000	chr2L	20024000	20025000	19914	20024	0.3226487167	1.53e-08	3.96e-08	1000
chr2L	19918000	19920000	chr2L	20290000	20292000	9959	10145	0.3007787068	2.55214e-05	4.80671e-05	2000
chr2L	19960000	19961000	chr2L	20059000	20060000	19960	20059	0.2082353427	0.0003517748	0.0005956218	1000
chr2L	20017000	20018000	chr2L	20398000	20399000	10008	10199	0.3669665839	9.7e-09	2.66e-08	2000
chr2L	20122000	20124000	chr2L	20314000	20316000	20122	20314	0.3072162241	1.1348e-06	2.4766e-06	1000
chr2L	20123000	20124000	chr2L	20288000	20289000	20123	20288	0.0684505171	0.2764537913	0.3259415238	1000
chr2L	20123000	20124000	chr2L	20322000	20323000	20123	20322	0.1509637549	0.0100910702	0.0146821423	1000
chr2L	20133000	20134000	chr2L	20299000	20300000	20133	20299	0.0547910922	0.4180598577	0.4732309284	1000
chr2L	20149250	20149500	chr2L	20172250	20172500	2518	2521	-0.0118710297	0.8752083278	1.0	8000
chr2L	20149250	20149500	chr2L	20174000	20174250	2518	2521	-0.0118710297	0.8752083278	1.0	8000
chr2L	20171250	20171500	chr2L	20204750	20205000	2521	2525	0.2756467794	0.0001090657	0.0002530005	8000
chr2L	20242000	20243000	chr2L	20384000	20385000	20242	20384	0.1647122195	0.0049365502	0.0074418158	1000
chr2L	20255750	20256000	chr2L	20287000	20287250	20255	20287	0.0438431397	0.501243965	0.5554596367	1000
chr2L	20321000	20322000	chr2L	20418000	20419000	10160	10209	0.0980648575	0.1569346505	0.1850273743	2000
chr2L	2042000	2043000	chr2L	2141000	2142000	2042	2141	0.0076370889	0.8972331009	0.9222372747	1000
chr2L	20464250	20464500	chr2L	20488000	20488250	20464	20488	0.4060628311	0.0	0.0	1000
chr2L	20496000	20497000	chr2L	20628000	20629000	20496	20628	0.1767530609	0.0025203194	0.0039388889	1000
chr2L	20734500	20734750	chr2L	20757750	20758000	20734	20757	0.1663058173	0.0077040083	0.0113811552	1000
chr2L	20735500	20735750	chr2L	20750250	20750500	10367	10375	0.5908071992	0.0	0.0	2000
chr2L	20770500	20770750	chr2L	20783000	20783250	20770	20783	0.6799124863	0.0	0.0	1000
chr2L	20800000	20801000	chr2L	20917000	20918000	20800	20917	0.21260295	0.0002610872	0.0004489402	1000
chr2L	20842000	20843000	chr2L	21072000	21073000	20842	21072	-0.0082823207	0.8886047187	0.9163477365	1000
chr2L	20863000	20864000	chr2L	20929000	20930000	20863	20929	0.1573598869	0.0072857057	0.0108282516	1000
chr2L	20925000	20926000	chr2L	21052000	21053000	20925	21052	0.24965253	0.0002993667	0.0005127697	1000
chr2L	20958000	20959000	chr2L	21052000	21053000	20958	21052	0.0516214773	0.4638561971	0.5200171045	1000
chr2L	2097500	2097750	chr2L	2125500	2125750	2097	2125	0.1346396522	0.0715128033	0.0927110919	1000
chr2L	21036250	21036500	chr2L	21051250	21051500	10518	10525	0.5569338118	0.0	0.0	2000
chr2L	21237000	21238000	chr2L	21310000	21311000	21237	21310	0.3554738515	3e-10	1e-09	1000
chr2L	2131000	2131250	chr2L	2137000	2137250	2131	2137	-0.1120141433	0.0873320835	0.1114566902	1000
chr2L	21395000	21395250	chr2L	21413500	21413750	21395	21413	0.1511599076	0.0245070917	0.034131022	1000
chr2L	21587000	21587250	chr2L	21612750	21613000	21587	21612	0.1727898319	0.0031597352	0.0048762162	1000
chr2L	21587000	21587250	chr2L	21614750	21615000	21587	21614	0.0280159005	0.6355598913	0.6894578625	1000
chr2L	21593500	21593750	chr2L	21610000	21610250	21593	21610	0.263903601	0.00018012	0.0003156022	1000
chr2L	21618750	21619000	chr2L	21630000	21630250	21618	21630	0.2784876944	2.0133e-06	4.2923e-06	1000
chr2L	2165000	2165250	chr2L	2178000	2178250	2165	2178	0.4564503908	0.0	0.0	1000
chr2L	2166000	2168000	chr2L	2456000	2458000	1083	1228	0.3973363966	0.0	0.0	2000
chr2L	21676000	21678000	chr2L	21912000	21914000	10838	10956	0.16419496	0.0065757717	0.0093044646	2000
chr2L	21683000	21684000	chr2L	21794000	21795000	21683	21794	0.317366924	2.71e-08	6.88e-08	1000
chr2L	21715500	21715750	chr2L	21730000	21730250	21715	21730	0.4900913866	0.0	0.0	1000
chr2L	21828500	21828750	chr2L	21899250	21899500	21828	21899	0.4182995055	0.0	0.0	1000
chr2L	21929000	21930000	chr2L	21994000	21995000	21929	21994	-0.0392404516	0.5621331457	0.6167578837	1000
chr2L	222250	222500	chr2L	246750	247000	222	246	0.4821757066	0.0	0.0	1000
chr2L	2288000	2290000	chr2L	2704000	2706000	1144	1352	0.0221399877	0.7164688237	0.7604534805	2000
chr2L	2365250	2365500	chr2L	2374250	2374500	2365	2374	0.5047286978	0.0	0.0	1000
chr2L	2383250	2383500	chr2L	2420500	2420750	2383	2420	0.6326081167	0.0	0.0	1000
chr2L	2456000	2457000	chr2L	2576000	2577000	1228	1288	0.4554511428	0.0	0.0	2000
chr2L	2456000	2458000	chr2L	2752000	2754000	1228	1376	0.4612817805	0.0	0.0	2000
chr2L	2493000	2494000	chr2L	2578000	2579000	2493	2578	0.3147089304	9.15e-08	2.234e-07	1000
chr2L	250750	251000	chr2L	277250	277500	250	277	0.4714069657	0.0	0.0	1000
chr2L	2577000	2578000	chr2L	2751000	2752000	1288	1375	0.3783301194	1e-10	2e-10	2000
chr2L	2584000	2585000	chr2L	2741000	2742000	2584	2741	0.1488364712	0.0112161863	0.016212554	1000
chr2L	2610000	2611000	chr2L	2702000	2703000	2610	2702	0.0589451673	0.3182744233	0.3707059468	1000
chr2L	2612000	2613000	chr2L	2725000	2726000	2612	2725	0.1066261178	0.0702815343	0.0913288523	1000
chr2L	2612250	2612500	chr2L	2677250	2677500	2612	2677	0.3601722668	2e-10	6e-10	1000
chr2L	2781000	2782000	chr2L	2853000	2854000	2781	2853	0.2155965366	0.0029672265	0.0046015923	1000
chr2L	28000	29000	chr2L	89000	90000	28	89	0.2385286537	3.90361e-05	7.35207e-05	1000
chr2L	2801000	2802000	chr2L	2853000	2854000	2801	2853	0.175155318	0.0027624287	0.004299054	1000
chr2L	2835000	2835250	chr2L	2854750	2855000	2835	2854	0.4877795082	0.0	0.0	1000
chr2L	2857250	2857500	chr2L	2874250	2874500	2857	2874	0.3524448901	5e-10	1.4e-09	1000
chr2L	2889750	2890000	chr2L	2909000	2909250	2889	2909	0.279844121	1.1604e-06	2.53e-06	1000
chr2L	299000	299250	chr2L	304250	304500	299	304	0.4720640744	0.0	0.0	1000
chr2L	2993000	2993250	chr2L	2999000	2999250	2993	2999	0.3515970391	2.38e-08	6.09e-08	1000
chr2L	3095000	3095250	chr2L	3108000	3108250	3095	3108	0.6554326937	0.0	0.0	1000
chr2L	3108750	3109000	chr2L	3131750	3132000	3108	3131	0.2770510795	1.5012e-06	3.2442e-06	1000
chr2L	3192000	3194000	chr2L	3400000	3402000	3192	3400	0.0018344876	0.975250372	0.9932025188	1000
chr2L	3194000	3195000	chr2L	3396000	3397000	3194	3396	0.1047283261	0.0754638433	0.097433772	1000
chr2L	3199750	3200000	chr2L	3231250	3231500	3199	3231	0.4248624688	1e-10	4e-10	1000
chr2L	3199750	3200000	chr2L	3265750	3266000	3199	3265	0.6350826982	0.0	0.0	1000
chr2L	3200000	3201000	chr2L	3295000	3296000	3200	3295	0.1356041249	0.0641947862	0.0839616204	1000
chr2L	3200000	3201000	chr2L	3422000	3423000	3200	3422	0.3552755241	4.684e-07	1.0707e-06	1000
