chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	score	pvalue	qvalue	resolution
chr2L	10844000	10844250	chr2L	10849250	10849500	10844	10849	0.44620062	0.0	0.0	1000
chr2L	10870000	10871000	chr2L	10941000	10942000	10870	10941	0.3654859728	1.22e-08	3.92e-08	1000
chr2L	10970250	10970500	chr2L	10976500	10976750	10970	10976	0.5093389064	0.0	0.0	1000
chr2L	11004500	11004750	chr2L	11010500	11010750	11004	11010	0.3868096881	6e-10	2e-09	1000
chr2L	11074000	11076000	chr2L	11454000	11456000	5537	5727	-0.0192785703	0.7443709347	0.7969486591	2000
chr2L	11100500	11100750	chr2L	11106500	11106750	11100	11106	-0.0597909266	0.3629128863	0.4415207353	1000
chr2L	11124000	11124250	chr2L	11130250	11130500	11124	11130	0.3805011451	1.1e-09	4e-09	1000
chr2L	11206750	11207000	chr2L	11221500	11221750	11206	11221	0.2964264911	1.2882e-06	3.3937e-06	1000
chr2L	11210250	11210500	chr2L	11221500	11221750	11210	11221	0.4722896336	0.0	0.0	1000
chr2L	11345000	11346000	chr2L	11449000	11450000	11345	11449	-0.0736374711	0.2121845777	0.2791703154	1000
chr2L	11358750	11359000	chr2L	11445750	11446000	11358	11445	0.3948799116	0.0	0.0	1000
chr2L	11358750	11359000	chr2L	11447750	11448000	11358	11447	0.402404967	0.0	0.0	1000
chr2L	11518000	11520000	chr2L	11948000	11950000	5759	5974	0.2053553398	0.0004267468	0.000782428	2000
chr2L	11530000	11531000	chr2L	11711000	11712000	11530	11711	-0.0344243358	0.6404004381	0.7186643862	1000
chr2L	11554000	11556000	chr2L	11910000	11912000	5777	5955	0.2756705994	2.58833e-05	5.60172e-05	2000
chr2L	1170250	1170500	chr2L	1177250	1177500	1170	1177	0.2081144575	0.0010428646	0.0020016126	1000
chr2L	11952000	11954000	chr2L	12178000	12180000	5976	6089	0.0948131674	0.1077767251	0.1397246003	2000
chr2L	12004000	12004250	chr2L	12010250	12010500	12004	12010	0.4534401037	0.0	0.0	1000
chr2L	1201000	1202000	chr2L	1344000	1345000	1201	1344	0.0798491521	0.175974927	0.2357339669	1000
chr2L	12021000	12021250	chr2L	12049000	12049250	12021	12049	0.4283770631	0.0	0.0	1000
chr2L	12024000	12024250	chr2L	12034000	12034250	12024	12034	0.2805517617	2.694e-06	6.8683e-06	1000
chr2L	12040500	12040750	chr2L	12056000	12056250	12040	12056	0.3582395663	2e-10	9e-10	1000
chr2L	12056750	12057000	chr2L	12062750	12063000	12056	12062	0.3370411566	2.5285e-06	6.469e-06	1000
chr2L	12081000	12081250	chr2L	12089500	12089750	12081	12089	0.4914793618	0.0	0.0	1000
chr2L	12081250	12081500	chr2L	12092000	12092250	12081	12092	0.3785512648	2e-10	8e-10	1000
chr2L	12081500	12081750	chr2L	12087750	12088000	12081	12087	0.3196879682	1.2566e-06	3.3185e-06	1000
chr2L	12108000	12109000	chr2L	12173000	12174000	12108	12173	0.3406224197	2e-09	6.8e-09	1000
chr2L	12461250	12461500	chr2L	12482750	12483000	12461	12482	0.153011226	0.0091036358	0.0154496518	1000
chr2L	12473000	12473250	chr2L	12482250	12482500	12473	12482	0.2499960223	4.08764e-05	9.18371e-05	1000
chr2L	12520750	12521000	chr2L	12529750	12530000	12520	12529	0.1176239334	0.0576820752	0.0854420565	1000
chr2L	12587000	12588000	chr2L	12677000	12678000	12587	12677	0.2497834476	1.5923e-05	3.74073e-05	1000
chr2L	12594000	12594250	chr2L	12602750	12603000	12594	12602	0.4340733469	0.0	0.0	1000
chr2L	12594000	12594250	chr2L	12660500	12660750	12594	12660	0.2921825028	3.589e-07	1.0055e-06	1000
chr2L	12618250	12618500	chr2L	12678250	12678500	12618	12678	0.0425633602	0.4713729988	0.5524980573	1000
chr2L	12693000	12693250	chr2L	12704250	12704500	12693	12704	0.5584782194	0.0	0.0	1000
chr2L	12712500	12712750	chr2L	12722000	12722250	12712	12722	0.5581083986	0.0	0.0	1000
chr2L	12724000	12726000	chr2L	13002000	13004000	6362	6501	0.2588548281	2.61256e-05	5.6461e-05	2000
chr2L	12773000	12774000	chr2L	12950000	12951000	12773	12950	-0.0687235044	0.2444018005	0.3164781653	1000
chr2L	12776000	12778000	chr2L	13138000	13140000	6388	6569	0.1311941438	0.0361962328	0.0505696105	2000
chr2L	12822750	12823000	chr2L	12854500	12854750	12822	12854	0.1236047731	0.0415810452	0.0634175417	1000
chr2L	13004000	13004250	chr2L	13019000	13019250	13004	13019	0.4838144531	0.0	0.0	1000
chr2L	13021000	13022000	chr2L	13164000	13165000	13021	13164	0.3408650731	1.9e-09	6.7e-09	1000
chr2L	13165500	13165750	chr2L	13176500	13176750	13165	13176	0.409365294	0.0	0.0	1000
chr2L	13179000	13179250	chr2L	13192000	13192250	13179	13192	0.250461202	1.85132e-05	4.31261e-05	1000
chr2L	13192000	13192250	chr2L	13203250	13203500	13192	13203	0.249218506	2.77843e-05	6.37168e-05	1000
chr2L	13341250	13341500	chr2L	13363000	13363250	13341	13363	0.3108295024	5.44e-08	1.655e-07	1000
chr2L	13426000	13428000	chr2L	13756000	13758000	6713	6878	0.2653979521	4.2584e-06	9.9934e-06	2000
chr2L	13549000	13550000	chr2L	13640000	13641000	13549	13640	0.3360358735	2.86e-08	8.97e-08	1000
chr2L	13842000	13843000	chr2L	13911000	13912000	13842	13911	0.5039594209	0.0	0.0	1000
chr2L	14001000	14002000	chr2L	14180000	14181000	14001	14180	0.0258022431	0.662508528	0.7382333195	1000
chr2L	14039000	14040000	chr2L	14093000	14094000	14039	14093	0.0077732995	0.8954105801	0.9355729999	1000
chr2L	1409250	1409500	chr2L	1420750	1421000	1409	1420	0.1970067349	0.0010158409	0.0019536708	1000
chr2L	14094000	14095000	chr2L	14160000	14161000	14094	14160	0.2727904582	2.2108e-06	5.7155e-06	1000
chr2L	1411000	1412000	chr2L	1518000	1519000	1411	1518	0.012187147	0.8367022046	0.8857346287	1000
chr2L	1411250	1411500	chr2L	1422000	1422250	1411	1422	-0.0044821611	0.9411805251	0.9728316216	1000
chr2L	14196000	14197000	chr2L	14251000	14252000	14196	14251	0.1069870016	0.0693296638	0.101071506	1000
chr2L	1420500	1420750	chr2L	1461500	1461750	1420	1461	0.4667545739	0.0	0.0	1000
chr2L	14262750	14263000	chr2L	14287750	14288000	14262	14287	0.6533818333	0.0	0.0	1000
chr2L	14293750	14294000	chr2L	14308500	14308750	14293	14308	0.4308727062	0.0	0.0	1000
chr2L	14294000	14294250	chr2L	14300750	14301000	14294	14300	0.1817488787	0.0052160848	0.0092198049	1000
chr2L	14300500	14300750	chr2L	14308500	14308750	14300	14308	0.1770062234	0.0046765937	0.0083327712	1000
chr2L	14436000	14436250	chr2L	14486000	14486250	14436	14486	0.316010082	3.14e-08	9.78e-08	1000
chr2L	14436000	14436250	chr2L	14489000	14489250	14436	14489	0.2445475229	2.42997e-05	5.6016e-05	1000
chr2L	14444000	14444250	chr2L	14486000	14486250	14444	14486	0.5024209786	0.0	0.0	1000
chr2L	14444500	14444750	chr2L	14489250	14489500	14444	14489	0.425034427	0.0	0.0	1000
chr2L	14445750	14446000	chr2L	14486250	14486500	14445	14486	0.5090797169	0.0	0.0	1000
chr2L	14518000	14519000	chr2L	14599000	14600000	14518	14599	0.472441244	0.0	0.0	1000
chr2L	14518500	14518750	chr2L	14530750	14531000	14518	14530	0.4638047865	0.0	0.0	1000
chr2L	14589000	14590000	chr2L	14706000	14707000	14589	14706	0.5396397934	0.0	0.0	1000
chr2L	14618000	14619000	chr2L	14819000	14820000	7309	7409	-0.0140268258	0.8237817958	0.8697324697	2000
chr2L	14623000	14624000	chr2L	14690000	14691000	14623	14690	0.4544471505	0.0	0.0	1000
chr2L	14710000	14712000	chr2L	14968000	14970000	14710	14968	0.0655665424	0.2668164035	0.3421000585	1000
chr2L	14746000	14748000	chr2L	14960000	14962000	14746	14960	0.0400980986	0.5536102527	0.6347873001	1000
chr2L	15042250	15042500	chr2L	15057250	15057500	15042	15057	0.4756337879	0.0	0.0	1000
chr2L	15044250	15044500	chr2L	15056250	15056500	15044	15056	0.4364061722	0.0	0.0	1000
chr2L	15060000	15062000	chr2L	15498000	15500000	7530	7749	0.2721450746	2.3429e-06	5.7481e-06	2000
chr2L	1518500	1518750	chr2L	1525000	1525250	1518	1525	-0.1142477463	0.0748504505	0.1083348901	1000
chr2L	15219000	15220000	chr2L	15411000	15412000	15219	15411	0.0621667948	0.2924815275	0.369020308	1000
chr2L	15319000	15320000	chr2L	15485000	15486000	15319	15485	-0.0680781263	0.2488737857	0.3220805192	1000
chr2L	15320250	15320500	chr2L	15333250	15333500	15320	15333	0.0200329259	0.7374291006	0.8031154526	1000
chr2L	15333000	15334000	chr2L	15479000	15480000	15333	15479	0.0283825299	0.6311412955	0.7104352426	1000
chr2L	1540000	1542000	chr2L	1790000	1792000	770	895	0.2193633104	0.0004004136	0.0007372008	2000
chr2L	15478500	15478750	chr2L	15491750	15492000	15478	15491	0.1871181973	0.0015327156	0.0028965839	1000
chr2L	15479750	15480000	chr2L	15485750	15486000	15479	15485	0.2447805436	0.0001461994	0.0003087206	1000
chr2L	15480000	15482000	chr2L	15744000	15746000	7740	7872	-0.0026891305	0.9637267624	0.9924277921	2000
chr2L	15731750	15732000	chr2L	15745500	15745750	15731	15745	0.5065522124	0.0	0.0	1000
chr2L	15732000	15732250	chr2L	15743000	15743250	15732	15743	0.6379301163	0.0	0.0	1000
chr2L	15807000	15808000	chr2L	15963000	15964000	15807	15963	0.2091681806	0.0003302457	0.0006729593	1000
chr2L	15858000	15860000	chr2L	16128000	16130000	15858	16128	-0.0186652142	0.7522347216	0.8176303728	1000
chr2L	15865250	15865500	chr2L	15883000	15883250	15865	15883	0.0865665772	0.1422001111	0.195773496	1000
chr2L	16149000	16150000	chr2L	16222000	16223000	8074	8111	0.1710409151	0.0143255643	0.0214640987	2000
chr2L	16251500	16251750	chr2L	16257500	16257750	16251	16257	0.2708553635	2.42153e-05	5.59378e-05	1000
chr2L	16300000	16300250	chr2L	16310500	16310750	16300	16310	0.4293506677	0.0	0.0	1000
chr2L	16406000	16407000	chr2L	16485000	16486000	16406	16485	0.0551094964	0.3508554031	0.429560262	1000
chr2L	16415000	16416000	chr2L	16485000	16486000	16415	16485	0.1814528441	0.0019156579	0.0035714835	1000
chr2L	16422750	16423000	chr2L	16486250	16486500	16422	16486	0.4527702659	0.0	0.0	1000
chr2L	16588000	16588250	chr2L	16601500	16601750	16588	16601	0.3915204626	0.0	0.0	1000
chr2L	16588250	16588500	chr2L	16597500	16597750	16588	16597	0.1442452506	0.0196379344	0.0315129751	1000
chr2L	16968000	16969000	chr2L	17314000	17315000	8484	8657	0.0090073263	0.8825518054	0.9208331661	2000
chr2L	16968000	16970000	chr2L	17328000	17330000	8484	8664	-0.0008835401	0.9884381488	1.0	2000
chr2L	1708000	1710000	chr2L	2146000	2148000	427	536	0.2293276969	0.000128481	0.0002682344	4000
chr2L	1717250	1717500	chr2L	1722750	1723000	1717	1722	0.350786832	5.52e-08	1.678e-07	1000
chr2L	17265000	17266000	chr2L	17742000	17743000	8632	8871	0.0819678352	0.1778528977	0.2202509584	2000
chr2L	17327000	17328000	chr2L	17622000	17623000	8663	8811	0.2152288039	0.0002175888	0.0004158238	2000
chr2L	17368500	17368750	chr2L	17379750	17380000	17368	17379	0.6892859858	0.0	0.0	1000
chr2L	17383000	17384000	chr2L	17476000	17477000	17383	17476	0.2480492021	1.83356e-05	4.2796e-05	1000
chr2L	17478000	17478250	chr2L	17484250	17484500	17478	17484	0.4254223679	0.0	0.0	1000
chr2L	17500000	17502000	chr2L	17962000	17964000	8750	8981	0.4030034101	0.0	0.0	2000
chr2L	17603000	17604000	chr2L	17715000	17716000	17603	17715	0.4894952461	0.0	0.0	1000
chr2L	17621000	17622000	chr2L	17702000	17703000	17621	17702	0.0704552275	0.2326800995	0.3033873178	1000
chr2L	17621000	17622000	chr2L	17843000	17844000	8810	8921	0.1235538022	0.0357099129	0.0499532472	2000
chr2L	1764500	1764750	chr2L	1818750	1819000	1764	1818	0.1386860689	0.0182450461	0.0293645724	1000
chr2L	17735500	17735750	chr2L	17754250	17754500	17735	17754	0.2045064462	0.0006686408	0.0013176332	1000
chr2L	17735750	17736000	chr2L	17752500	17752750	17735	17752	0.202256582	0.0007692401	0.0015038235	1000
chr2L	18160000	18161000	chr2L	18294000	18295000	18160	18294	-0.0036013187	0.9514355937	0.9793148693	1000
chr2L	18311250	18311500	chr2L	18319750	18320000	18311	18319	0.4461778209	0.0	0.0	1000
chr2L	18311500	18311750	chr2L	18364250	18364500	18311	18364	0.4207350674	0.0	0.0	1000
chr2L	18314750	18315000	chr2L	18364250	18364500	18314	18364	0.498046519	0.0	0.0	1000
chr2L	18319500	18319750	chr2L	18364250	18364500	18319	18364	0.4751721989	0.0	0.0	1000
chr2L	18320000	18320250	chr2L	18331500	18331750	18320	18331	0.2097348391	0.0004571615	0.0009172243	1000
chr2L	18330500	18330750	chr2L	18363250	18363500	18330	18363	0.1847699953	0.0015720133	0.0029657846	1000
chr2L	18331250	18331500	chr2L	18364500	18364750	18331	18364	0.2573686733	8.4833e-06	2.04504e-05	1000
chr2L	18486000	18487000	chr2L	18597000	18598000	18486	18597	0.0010780275	0.9854544874	1.0	1000
chr2L	18605750	18606000	chr2L	18612750	18613000	18605	18612	0.3732164402	1.1e-09	4.1e-09	1000
chr2L	18714000	18715000	chr2L	18776000	18777000	18714	18776	0.5874214608	0.0	0.0	1000
chr2L	18737000	18737250	chr2L	18783250	18783500	18737	18783	0.3125283922	4.54e-08	1.397e-07	1000
chr2L	18737000	18738000	chr2L	18881000	18882000	18737	18881	0.1675813005	0.0042224948	0.0075601788	1000
chr2L	18783000	18784000	chr2L	18881000	18882000	18783	18881	0.0688628426	0.2434436907	0.3154220653	1000
chr2L	18875500	18875750	chr2L	18895500	18895750	18875	18895	0.0485952415	0.4108106314	0.4916841143	1000
chr2L	18881500	18881750	chr2L	18936250	18936500	18881	18936	0.2897585816	4.541e-07	1.2515e-06	1000
chr2L	18944000	18944250	chr2L	18951750	18952000	18944	18951	0.430511901	0.0	0.0	1000
chr2L	18951750	18952000	chr2L	18968750	18969000	18951	18968	0.3026082434	1.271e-07	3.706e-07	1000
chr2L	19068500	19068750	chr2L	19079750	19080000	19068	19079	0.4302138491	0.0	0.0	1000
chr2L	19135000	19135250	chr2L	19158250	19158500	19135	19158	0.5591255839	0.0	0.0	1000
chr2L	19135250	19135500	chr2L	19161500	19161750	19135	19161	0.3319575065	1.52e-08	4.87e-08	1000
chr2L	19136000	19136250	chr2L	19156000	19156250	19136	19156	0.6935207397	0.0	0.0	1000
chr2L	19137250	19137500	chr2L	19157250	19157500	19137	19157	0.6678707986	0.0	0.0	1000
chr2L	19139500	19139750	chr2L	19156750	19157000	19139	19156	0.4903038093	0.0	0.0	1000
chr2L	19190000	19190250	chr2L	19363500	19363750	19190	19363	0.4298050997	0.0	0.0	1000
chr2L	19190000	19191000	chr2L	19335000	19336000	19190	19335	0.0803828871	0.1730914775	0.2322931715	1000
chr2L	19219000	19220000	chr2L	19324000	19325000	19219	19324	-0.0478180298	0.4183463602	0.4977422016	1000
chr2L	19220000	19221000	chr2L	19337000	19338000	19220	19337	0.0728119829	0.2173723613	0.2856561969	1000
chr2L	19323500	19323750	chr2L	19338500	19338750	19323	19338	0.1619975479	0.0074598831	0.0128873702	1000
chr2L	19327000	19327250	chr2L	19338500	19338750	19327	19338	-0.0270603294	0.6661950001	0.7409893474	1000
chr2L	19341500	19341750	chr2L	19362250	19362500	19341	19362	0.4221876634	1.7e-09	5.9e-09	1000
chr2L	19378500	19378750	chr2L	19393500	19393750	19378	19393	0.1861392147	0.0014755095	0.0027932443	1000
chr2L	1954750	1955000	chr2L	1972500	1972750	1954	1972	0.527470101	0.0	0.0	1000
chr2L	1955000	1955250	chr2L	1970250	1970500	1955	1970	0.5278555298	0.0	0.0	1000
chr2L	1958000	1958250	chr2L	1973000	1973250	1958	1973	0.2186632134	0.0001754003	0.0003675767	1000
chr2L	19580000	19582000	chr2L	19792000	19794000	9790	9896	0.20288351	0.0005026397	0.0009162214	2000
chr2L	19590000	19592000	chr2L	19820000	19822000	9795	9910	0.276458003	1.5849e-06	3.9677e-06	2000
chr2L	19599000	19600000	chr2L	19690000	19691000	19599	19690	0.0070401377	0.9052266326	0.9453829816	1000
chr2L	19818000	19819000	chr2L	19887000	19888000	19818	19887	0.4365082028	0.0	0.0	1000
chr2L	19819000	19820000	chr2L	19916000	19917000	19819	19916	0.4625500677	0.0	0.0	1000
chr2L	19820000	19820250	chr2L	19845000	19845250	19820	19845	0.3668205599	1e-10	3e-10	1000
chr2L	19820000	19820250	chr2L	19860000	19860250	19820	19860	0.6014903334	0.0	0.0	1000
chr2L	19838000	19840000	chr2L	20264000	20266000	9919	10132	0.0820169319	0.2248654376	0.2720761145	2000
chr2L	19840000	19842000	chr2L	20288000	20290000	9920	10144	0.2095303982	0.0025675799	0.0043341376	2000
chr2L	19841000	19842000	chr2L	20268000	20269000	9920	10134	0.0914063237	0.1759355936	0.2179985826	2000
chr2L	19856000	19858000	chr2L	20292000	20294000	9928	10146	0.1553790482	0.0335970028	0.047296544	2000
chr2L	19886000	19888000	chr2L	20290000	20292000	9943	10145	0.2817729834	8.5506e-05	0.0001723358	2000
chr2L	19887750	19888000	chr2L	19915000	19915250	19887	19915	0.5688166508	0.0	0.0	1000
chr2L	19895000	19896000	chr2L	20018000	20019000	19895	20018	0.4396929888	0.0	0.0	1000
chr2L	19914000	19915000	chr2L	20024000	20025000	19914	20024	0.4514155097	0.0	0.0	1000
chr2L	19918000	19920000	chr2L	20290000	20292000	9959	10145	0.2790977103	0.0001006446	0.0002021111	2000
chr2L	19960000	19961000	chr2L	20059000	20060000	19960	20059	0.2788945357	1.267e-06	3.3418e-06	1000
chr2L	20017000	20018000	chr2L	20398000	20399000	10008	10199	0.2218006858	0.0007777141	0.0013924606	2000
chr2L	20122000	20124000	chr2L	20314000	20316000	20122	20314	0.4164681897	0.0	0.0	1000
chr2L	20123000	20124000	chr2L	20288000	20289000	20123	20288	0.0921786229	0.1422520477	0.195773496	1000
chr2L	20123000	20124000	chr2L	20322000	20323000	20123	20322	0.1837359646	0.0016725512	0.0031394027	1000
chr2L	20133000	20134000	chr2L	20299000	20300000	20133	20299	-0.0117542804	0.8622129498	0.9064500037	1000
chr2L	20149250	20149500	chr2L	20172250	20172500	2518	2521	-0.0228156057	0.76274775	0.9773947717	8000
chr2L	20149250	20149500	chr2L	20174000	20174250	2518	2521	-0.0228156057	0.76274775	0.9773947717	8000
chr2L	20171250	20171500	chr2L	20204750	20205000	2521	2525	0.3784508294	5.15e-08	1.836e-07	8000
chr2L	20242000	20243000	chr2L	20384000	20385000	20242	20384	0.0727079659	0.2180324272	0.2861837256	1000
chr2L	20255750	20256000	chr2L	20287000	20287250	20255	20287	0.1846069028	0.0041992584	0.0075246631	1000
chr2L	20321000	20322000	chr2L	20418000	20419000	20321	20418	0.0404361133	0.5207085385	0.6017378568	1000
chr2L	2042000	2043000	chr2L	2141000	2142000	2042	2141	0.0985045355	0.0946658962	0.1343782093	1000
chr2L	20464250	20464500	chr2L	20488000	20488250	20464	20488	0.4339901796	0.0	0.0	1000
chr2L	20496000	20497000	chr2L	20628000	20629000	20496	20628	0.0562642126	0.3408332555	0.4205727374	1000
chr2L	20734500	20734750	chr2L	20757750	20758000	20734	20757	0.1967068974	0.0015569056	0.0029397884	1000
chr2L	20735500	20735750	chr2L	20750250	20750500	10367	10375	0.5742334828	0.0	0.0	2000
chr2L	20770500	20770750	chr2L	20783000	20783250	20770	20783	0.7003119814	0.0	0.0	1000
chr2L	20800000	20801000	chr2L	20917000	20918000	20800	20917	0.0660422591	0.2633518037	0.338638897	1000
chr2L	20842000	20843000	chr2L	21072000	21073000	20842	21072	0.0121717862	0.8369051552	0.8857346287	1000
chr2L	20863000	20864000	chr2L	20929000	20930000	20863	20929	0.1712841005	0.0034388756	0.0062225933	1000
chr2L	20925000	20926000	chr2L	21052000	21053000	20925	21052	0.3473619944	8.73e-08	2.596e-07	1000
chr2L	20958000	20959000	chr2L	21052000	21053000	20958	21052	0.0739978077	0.2737071287	0.3495175279	1000
chr2L	2097500	2097750	chr2L	2125500	2125750	2097	2125	0.2037928099	0.0059634269	0.0104655541	1000
chr2L	21036250	21036500	chr2L	21051250	21051500	21036	21051	0.425663164	1.5e-09	5.2e-09	1000
chr2L	21237000	21238000	chr2L	21310000	21311000	21237	21310	0.2611337088	6.1586e-06	1.50762e-05	1000
chr2L	2131000	2131250	chr2L	2137000	2137250	2131	2137	0.0528794519	0.4211380254	0.4997203487	1000
chr2L	21395000	21395250	chr2L	21413500	21413750	21395	21413	0.2051043473	0.0021270126	0.0039488917	1000
chr2L	21587000	21587250	chr2L	21612750	21613000	21587	21612	0.1221357564	0.0379063051	0.0580128998	1000
chr2L	21587000	21587250	chr2L	21614750	21615000	21587	21614	0.0769610292	0.1921967868	0.2554543479	1000
chr2L	21593500	21593750	chr2L	21610000	21610250	21593	21610	0.1520890952	0.0336796343	0.0520118847	1000
chr2L	21618750	21619000	chr2L	21630000	21630250	21618	21630	-0.1941516474	0.001087092	0.0020792865	1000
chr2L	2165000	2165250	chr2L	2178000	2178250	2165	2178	0.1170296189	0.0491492768	0.0738908625	1000
chr2L	2166000	2168000	chr2L	2456000	2458000	1083	1228	0.1835651666	0.001689712	0.00293281	2000
chr2L	21676000	21678000	chr2L	21912000	21914000	10838	10956	0.1390436767	0.0217127855	0.0315870144	2000
chr2L	21683000	21684000	chr2L	21794000	21795000	21683	21794	0.3937948913	0.0	0.0	1000
chr2L	21715500	21715750	chr2L	21730000	21730250	21715	21730	0.4284125823	0.0	0.0	1000
chr2L	21828500	21828750	chr2L	21899250	21899500	21828	21899	0.5182760598	0.0	0.0	1000
chr2L	21929000	21930000	chr2L	21994000	21995000	21929	21994	0.0564618895	0.4039782312	0.4850807518	1000
chr2L	222250	222500	chr2L	246750	247000	222	246	0.3608674137	2e-10	6e-10	1000
chr2L	2288000	2290000	chr2L	2704000	2706000	1144	1352	0.0763674929	0.2094920237	0.2557119958	2000
chr2L	2365250	2365500	chr2L	2374250	2374500	2365	2374	0.5411567329	0.0	0.0	1000
chr2L	2383250	2383500	chr2L	2420500	2420750	2383	2420	0.5294936431	0.0	0.0	1000
chr2L	2456000	2457000	chr2L	2576000	2577000	2456	2576	-0.0709275534	0.2760976088	0.3521636936	1000
chr2L	2456000	2458000	chr2L	2752000	2754000	1228	1376	0.2653533142	4.275e-06	1.00218e-05	2000
chr2L	2493000	2494000	chr2L	2578000	2579000	2493	2578	0.2321428564	0.0001052665	0.0002261696	1000
chr2L	250750	251000	chr2L	277250	277500	250	277	0.3082108535	7.15e-08	2.149e-07	1000
chr2L	2577000	2578000	chr2L	2751000	2752000	1288	1375	0.2728970643	8.8004e-06	1.99953e-05	2000
chr2L	2584000	2585000	chr2L	2741000	2742000	2584	2741	0.1291420389	0.0280737471	0.0438441795	1000
chr2L	2610000	2611000	chr2L	2702000	2703000	2610	2702	0.1409787682	0.0163881981	0.0265887702	1000
chr2L	2612000	2613000	chr2L	2725000	2726000	2612	2725	0.2582868565	7.8497e-06	1.8985e-05	1000
chr2L	2612250	2612500	chr2L	2677250	2677500	2612	2677	0.4080134471	0.0	0.0	1000
chr2L	2781000	2782000	chr2L	2853000	2854000	2781	2853	0.1546647065	0.0344344561	0.0531034505	1000
chr2L	28000	29000	chr2L	89000	90000	28	89	0.110899866	0.0596688141	0.0878556791	1000
chr2L	2801000	2802000	chr2L	2853000	2854000	2801	2853	0.183889966	0.0016572146	0.0031132563	1000
chr2L	2835000	2835250	chr2L	2854750	2855000	2835	2854	0.4108893227	0.0	0.0	1000
chr2L	2857250	2857500	chr2L	2874250	2874500	2857	2874	0.46056691	0.0	0.0	1000
chr2L	2889750	2890000	chr2L	2909000	2909250	2889	2909	0.2863065066	6.323e-07	1.7147e-06	1000
chr2L	299000	299250	chr2L	304250	304500	299	304	0.4461984884	0.0	0.0	1000
chr2L	2993000	2993250	chr2L	2999000	2999250	2993	2999	0.286458321	7.4955e-06	1.82282e-05	1000
chr2L	3095000	3095250	chr2L	3108000	3108250	3095	3108	0.6967603725	0.0	0.0	1000
chr2L	3108750	3109000	chr2L	3131750	3132000	3108	3131	0.276818676	1.5335e-06	4.0161e-06	1000
chr2L	3192000	3194000	chr2L	3400000	3402000	3192	3400	-0.0805711579	0.1720827767	0.2312199058	1000
chr2L	3194000	3195000	chr2L	3396000	3397000	3194	3396	0.0368164435	0.5333475465	0.6144185947	1000
chr2L	3199750	3200000	chr2L	3231250	3231500	3199	3231	0.5632989848	0.0	0.0	1000
chr2L	3199750	3200000	chr2L	3265750	3266000	3199	3265	0.5354647546	0.0	0.0	1000
